question,similar question,expected tag,predicted tag,time taken
"আমার এনআইডি সংশোধন আবেদনের বর্তমান অবস্থা জানতে চাই, কোথায় দেখতে পারি?",আমার এনআইডি সংশোধনের আবেদনটির অগ্রগতি জানতে চাই।,correction_application_current_status,correction_application_status,0.7338016033172607
"সব পরিষ্কার, ধন্যবাদ ও বিদায়।","সব পরিষ্কার, বিদায় নিচ্ছি।",closing_statement,request_for_feedback_or_suggestions,0.7063024044036865
ভোটার তালিকা আপডেটে প্রথমবার অন্তর্ভুক্তির জন্য বয়স কত?,প্রথমবার ভোটার রেজিস্ট্রেশনে বয়স কত হওয়া লাগবে?,new_nid_card_age,nid_registration_age,0.7471861839294434
আপনি কি এই মুহূর্তে উপলব্ধ?,আপনি কি বর্তমানে উপলব্ধ?,delayed_question_prompt,greeting_and_request_for_question,0.6889963150024414
আমার কার্ডের কোনো নোটিস পাইনি—কোথায় খোঁজ করব?,"আমার এনআইডি কার্ড কেন আসছে না, কোথায় খোঁজ নেবো?",not_getting_smart_card_though_newer_voter_getting,photo_done_years_ago_but_no_card,0.7365293502807617
স্মার্ট এনআইডিতে স্বামীর নাম হারিয়ে গেছে মনে হচ্ছে—আসলে কি দেখানো হয় না?,স্মার্ট এনআইডি কার্ডে স্বামীর নাম কেন হারিয়ে গেল?,husband_name_previous_card,no_husband_name_in_smart_card,0.791893720626831
"সংশোধন কাজটি কতদূর গেল, জানতে চাই।",সংশোধনের কাজ কতটা এগিয়েছে বলবেন?,correction_application_status,correction_application_current_status,0.688525915145874
আপনি কি এখন উত্তর দিতে পারবেন?,আপনি কি প্রশ্নের উত্তর দেবেন?,delayed_question_prompt,greeting_and_request_for_question,0.6285967826843262
আবেদন বাতিল হওয়ায় কি ফি রিটার্ন পাওয়া অসম্ভব?,আবেদন বাতিল হলে ফি কেন ফেরৎ পাওয়া যায় না—পাওয়া যাবে কি?,card_correction_request_failed_query_regarding_refund_fees,overpayment_refund_not_possible,0.7448034286499023
ভোটার এলাকা স্থানান্তরের পর কার্ড প্রিভিউ/ডাউনলোড না দেখালে কী করা উচিত?,নতুন ভোটার রেজিস্ট্রেশনের পর কার্ড ডাউনলোড বাটন না দেখালে কী করতে হবে?,address_change_card_download_process,new_voter_can_not_download_card_with_form_number,0.7630584239959717
অনলাইন আবেদন করে কি বর্তমান ও স্থায়ী ঠিকানা একসাথে বদলানো সম্ভব?,বর্তমান ও স্থায়ী ঠিকানা দুটোই কি একসঙ্গে পরিবর্তনের জন্য আবেদন করা যাবে?,together_present_and_permanent_address_change,migration_personal_attendance_required,0.7616801261901855
"আবেদন না করলে ফি কি পরবর্তী সময়ে ব্যবহার করা যায়, নাকি রিফান্ড?",আবেদন না করলে পরিশোধিত ফি কি রিফান্ড হয়?,card_correction_request_canceled_by_consumer_regarding_refund_fees,card_correction_request_failed_query_regarding_refund_fees,0.7128326892852783
জাতীয় পরিচয়পত্রের তথ্য সংশোধনের জন্য অনলাইনে কীভাবে আবেদন করব?,অনলাইনে জাতীয় পরিচয়পত্র পরিবর্তন/সংশোধনের আবেদন কীভাবে করব?,card_information_correction,how_to_apply_for_correction_in_online_portal,0.7193481922149658
প্রবাস থেকে ভোটার রেজিস্টার করলে কোন কাগজপত্র দরকার হয়?,প্রবাস থেকে ভোটার রেজিস্ট্রেশন ফাইল করতে কোন কোন কাগজ লাগবে?,foreign_resident_card_registration_required_documents,offline_application_method,0.7363941669464111
আপনি কি আমাকে শুনতে পাচ্ছেন?,আপনি কি আমাকে শুনছেন এখন?,greeting_and_request_for_question,delayed_question_prompt,0.6497423648834229
এনআইডি প্রথমবার তুলতে কি কোনো চার্জ আছে?,প্রথম এনআইডি তোলার জন্য নিবন্ধনে কি কোনো চার্জ আছে?,new_voter_fees,new_registration_fee_not_required,0.7145228385925293
আমার সংশোধন আবেদন প্রসেসিং স্টেজে আছে কি?,আমার সংশোধন আবেদনটি কি প্রসেসিংয়ে আছে?,correction_application_status,correction_application_current_status,0.6812453269958496
বায়োমেট্রিকের পর কার্ড না এলে কী হবে?,জাতীয় পরিচয়ের জন্য বায়োমেট্রিক না দিলে কি হবে?,photo_done_years_ago_but_no_card,smart_card_chip_corrosion_issue,0.6884799003601074
আজ নেটওয়ার্ক সমস্যা—কাগজপত্র নিয়ে অন্যদিন গেলে হবে?,"এনআইডি কারেকশন ফি ট্রানজ্যাকশন Pending থেকে যাচ্ছে, নেট সমস্যা হলে কী করব?",photo_sms_but_not_in_upzila_other_when,network_problem_during_payment_resolution,0.7066149711608887
বিদেশে বসবাসকারী প্রার্থী হিসেবে ভোটার আইডির জন্য কী কাগজ প্রয়োজন?,বিদেশে বসবাসকারী হিসেবে ভোটার আইডির জন্য কী কী কাগজপত্র দিতে হবে?,foreign_resident_card_registration_required_documents,offline_application_method,0.7257542610168457
স্মার্ট কার্ড হারালে কি আবার স্মার্ট কার্ডই দেয়া হবে?,"স্মার্ট কার্ড হারিয়ে গেলে কি স্মার্ট নয়, অন্য কার্ড দেওয়া হবে?",smart_card_lost_reissue,smart_card_second_print_not_available,0.7033956050872803
নতুন ভোটারের জন্য অনলাইনে আবেদন করলে কোন নথি দাখিল করতে হয়?,অনলাইনে নতুন ভোটার অ্যাপ্লিকেশন দেওয়ার পর কোন কোন নথি দরকার?,new_voter_apply_online_what_documents_needed,new_voter_online_what_documents_to_submit,0.7270689010620117
আপনি কি এখানে?,এখানে কেউ আছেন কি?,delayed_question_prompt,greeting_and_request_for_question,0.6313612461090088
আমার কাগজে জন্ম তারিখের অসামঞ্জস্য—নতুন ভোটার ফর্মে কীভাবে এন্ট্রি দেব?,"আমার ভোটার আইডিতে জন্মতারিখ ভুল এসেছে, কোন পেপারস দিয়ে ঠিক করব?",birth_certificate_and_ssc_certificate_different_information,age_and_dob_correction,0.7915806770324707
ডুয়াল সিটিজেনশিপ সার্টিফিকেটের জন্য কোন অফিসে যেতে হবে?,ডুয়াল সিটিজেনশিপ সার্টিফিকেটের জন্য কোন দপ্তরে যেতে হবে?,whom_to_communicate_for_dual_citizenship_certificate,ministry_provide_dual_citizenship_certificate,0.755587100982666
আবেদন বাতিলের পর কীভাবে ট্রাবলশুট করব?,ড্রাফট অ্যাপ্লিকেশন ক্যানসেল করলে কি পরে আবেদন করা যাবে? কীভাবে ক্যানসেল করবো?,new_voter_application_cancelled,draft_application_cancellation_method,0.6804952621459961
"ভালো থাকুন, পরে কথা হবে।","পরে কথা হবে, ঠিক আছে?",request_for_feedback_or_suggestions,goodbye,0.6118762493133545
ভোটার তালিকাভুক্ত হতে হলে কী করতে হবে?,ভোটার হতে গেলে কী কী শর্ত পূরণ করতে হবে?,wish_to_create_nid_smart_card_new,new_voter_pre_condition,0.6903247833251953
"অনেক উপকার হয়েছে, বিদায়।","অনেক উপকার হলো, বিদায়।",goodbye,request_for_feedback_or_suggestions,0.6607792377471924
সংশোধনের আবেদন কতদিন ধরে পেন্ডিং?,আবেদন জমা দেওয়ার পর সংশোধন প্রক্রিয়াটি সম্পন্ন হতে কতদিন সময় লাগে?,correction_application_current_status,abroad_remittance_warrior_label_request,0.6748149394989014
কার্ড গ্রহণের আগে স্লিপ উধাও—কার্ড কিভাবে পাবো?,"প্রাপ্তি স্লিপ নেই, কার্ড নিতে কী করতে হয়?",voter_slip_lost_how_to_get_nid,receipt_lost_how_to_get_new_card,0.7184157371520996
নতুন ভোটার হিসেবে স্মার্ট কার্ড পেতে আর কত সময় লাগবে?,নতুন ভোটার হিসেবে স্মার্ট কার্ড কবে পাবো জানতে কী করবো?,new_voter_got_normal_card_when_get_smart_card,new_voter_smart_card_how_to_get,0.7268335819244385
আমি কীভাবে স্থানীয় নির্বাচন অফিস থেকে কার্ডের তথ্য নেবো?,আমি কার্ড পাওয়ার জন্য স্থানীয় নির্বাচন অফিসে যেতে পারি কি?,photo_done_years_ago_but_no_card,not_getting_smart_card_though_newer_voter_getting,0.6944191455841064
এখানে কি ভোটার আইডি নিয়ে তথ্য পাওয়া যায়?,ভোটার আইডি পুনঃপ্রাপ্তির তথ্য কি এই প্ল্যাটফর্মে আছে?,greeting_and_request_for_question,service_provided,0.7020611763000488
"সবাই কার্ড নিয়েছে, আমি কোথায় যোগাযোগ করব আমারটার জন্য?","আমি কার্ড পাওয়ার জন্য কাকে যোগাযোগ করব, যেহেতু অন্যরা পেয়েছে?",smart_card_distributed_in_my_area_but_my_card_not_received,not_getting_smart_card_though_newer_voter_getting,0.6569383144378662
e-NID কার্ডে বর-এর নাম না থাকার নিয়ম কি আন্তর্জাতিক?,বিদেশে থাকা নাগরিকের এনরোলমেন্টে নাম মিল না থাকলে কোন নাম নেওয়া হবে?,no_husband_name_in_smart_card,voting_smart_card_requirement,0.7181451320648193
বাবা-মায়ের এনআইডি নাই; ভোটার আবেদন করার সময় কী কাগজ দেব?,"পিতামাতার এনআইডি দিতে না পারলে ভোটার কার্ডের জন্য আবেদন কীভাবে করব, কী কাগজ লাগবে?",parent_no_card_failed_to_be_voter,parent_no_nid_alternative_documents,0.7671992778778076
নতুন ভোটার রেজিস্ট্রেশন আবেদন নাকচ হলে পরবর্তী পদক্ষেপ কী?,ভোটার হওয়ার নতুন আবেদন নাকচ হলে পরবর্তী ধাপ কী?,new_voter_application_not_submitted_to_upazila_or_thana_office,new_voter_application_cancelled,0.709646463394165
ডুয়াল সিটিজেনশিপ সার্টিফিকেটের অফিসিয়াল হ্যান্ডলিং কারা করে?,ডুয়াল সিটিজেনশিপ সার্টিফিকেট প্রদানের অনুমোদনকারী কে?,whom_to_communicate_for_dual_citizenship_certificate,ministry_provide_dual_citizenship_certificate,0.7334079742431641
অনলাইনে ভোটার নিবন্ধন করার পর জমা দেওয়ার জন্য কোন নথি অপরিহার্য?,অনলাইনে ভোটার হওয়ার আবেদন পর কোন কোন নথি প্রয়োজন হবে?,new_voter_apply_online_what_documents_needed,new_voter_online_what_documents_to_submit,0.783714771270752
রেজিস্ট্রেশন স্লিপ দেখিয়ে এনআইডি নম্বর পাওয়া যাবে কি?,স্লিপ নেই—NID নম্বর জানার কোনো উপায় আছে?,photo_done_years_ago_but_no_card,form_number_lost_alternative_download,0.7334494590759277
এনআইডির তথ্য পরিবর্তন অনলাইনে কেমন করে করি—সাইট কোনটা?,অনলাইনে কিভাবে এনআইডির তথ্য পরিবর্তনের আবেদন করা যায়?,online_card_correction,how_to_apply_for_correction_in_online_portal,0.7311902046203613
অনলাইন আবেদন সম্পন্ন হলে কী ধরনের কাগজপত্র জমা দিতে হয়?,অনলাইনে আবেদন করার পর কী কী কাগজপত্র জমা দেওয়া দরকার?,new_voter_apply_online_what_documents_needed,new_voter_online_what_documents_to_submit,0.7527174949645996
আবেদন করেছি; এখন কোন পর্যায়ে কাজ চলছে?,"সংশোধন আবেদন করেছি, এখন কোন পর্যায়ে আছে জানাবেন?",correction_application_status,correction_application_current_status,0.6579179763793945
দুইটা এন্ট্রি কিভাবে ক্লিয়ার করবো?,ডুপ্লিকেট BR এন্ট্রি ক্লিয়ার না করলে কি NID হবে না? তাহলে কীভাবে ক্লিয়ার করব?,double_voter_registration_issue,duplicate_birth_certificate_nid_rejection,0.7033474445343018
ঠিকানা আপডেটের পরে কার্ড পাওয়া যাবে কীভাবে—অনলাইন নাকি অফলাইনে?,"স্থায়ী ঠিকানা বদল—অনলাইনে কার্ড পাওয়া যাবে, নাকি লাগে না?",card_avail_after_address_change,address_wrong_permanent_showing,0.7658007144927979
ক্যানসেল হওয়ার পর সংশোধন আবেদন করলে কি টাকা আবার লাগবে?,সংশোধন আবেদন ক্যানসেল হলে পুনরায় করার সময় কত টাকা লাগবে?,correction_application_rejected_need_new_fee,card_correction_request_failed_query_regarding_repayment_fees,0.7569048404693604
"এনআইডি কার্ডটা বাঁকা হয়ে গেছে, নতুনটা পাওয়ার পথ কী?",এনআইডি রেকর্ড সংশোধনের পর নতুন কার্ড পাওয়ার পথ কী?,card_damaged_how_to_get_new_card,updated_nid_after_correction,0.7346534729003906
নতুন প্লাস্টিক এনআইডিতে স্বামীর নাম বাদ পড়েছে—কেন এমনটা?,নতুন আইডি কার্ডে স্বামীর নাম কেন বাদ দেওয়া হয়েছে—কারণ কী?,no_husband_name_in_smart_card,husband_name_previous_card,0.7821187973022461
এনআইডি সংশোধনের আবেদন কতদিনে প্রোসেস হয়?,সংশোধনের অ্যাপ্লিকেশন প্রসেসিং টাইম কত?,correction_application_status,correction_application_current_status,0.719567060470581
জাপান থেকে ভোটার রেজিস্ট্রেশন করার সুযোগ আছে কি?,জাপানে কি প্রবাসী ভোটার নিবন্ধন করা যায়?,foreign_resident_card_registration_query_country_limitation,dual_citizen_embassy_nid_process,0.7021594047546387
"বিদায়, শুভ কামনা।",শুভ দিন কামনা করে বিদায় নিচ্ছি।,closing_statement,goodbye,0.5955989360809326
এনআইডি অ্যাকাউন্ট লক—কোনো সময় পর নিজে খুলবে কি?,লক হওয়া এনআইডি অ্যাকাউন্ট কি নির্দিষ্ট সময় পর নিজে থেকে খুলে যায়?,account_locked,account_locked_retrials,0.7779440879821777
নতুন এনআইডি পেতে কি কোনো চার্জ প্রযোজ্য?,এনআইডির নব নিবন্ধনে কি কোনো চার্জ প্রযোজ্য?,new_voter_fees,new_registration_fee_not_required,0.7185587882995605
"অনেক আগে এনরোল করেছি, কিন্তু রশিদ হারিয়েছে; এখন কার কাছে যাবো?","ভুলে আবার এনরোল করেছি, কার কাছে যোগাযোগ করবো?",picture_done_but_lost_or_no_sms_slip,double_voter_registration_issue,0.7509269714355469
স্মার্ট আইডিতে স্বামীর নাম নেই—ইসি কি ইচ্ছাকৃতভাবে বাদ দিয়েছে?,স্মার্ট আইডির পেছনে স্বামীর নাম কেন থাকে না?,husband_name_previous_card,no_husband_name_in_smart_card,0.7491390705108643
এই লাইনটা কি সক্রিয়?,আপনি কি লাইনে আছেন?,greeting_and_request_for_question,delayed_question_prompt,0.6726806163787842
কার্ডে দেয়া জন্মতারিখ ভুল; সংশোধন কীভাবে করব?,কার্ডে ভুল জন্ম তারিখ সংশোধনের জন্য কী করব?,card_information_correction,age_and_dob_correction,0.7543656826019287
মালয়েশিয়া থেকে ভোটার হওয়ার পদ্ধতি কী?,বাংলাদেশের এনআইডি কার্ড পেতে আমার কি করতে হবে যখন আমি মালয়েশিয়ায় আছি?,foreign_resident_card_registration_query_country_limitation,foreign_resident_consulate_info,0.6484835147857666
NID কার্ডের ভুল তথ্য পরিবর্তন করতে কি করতে হয়?,কার্ডের ভুল তথ্য পরিবর্তন বা ঠিক করার উপায় কি?,nid_information_misentry_correction_procedure,card_information_correction,0.6762893199920654
আপনি কি আমাকে নির্দেশনা দেবেন?,আপনি কি আমাকে নির্দেশনা দিতে পারবেন?,delayed_question_prompt,greeting_and_request_for_question,0.6123688220977783
এনআইডি নম্বর দিলে MATCH FOUND—এটা কিভাবে ক্লিয়ার করানো যায়?,Match Found স্ট্যাটাস কিভাবে ক্লিয়ার করানো যায়?,nid_match_found_verification_failed_how_to_solve,match_found_new_voter_no_nid,0.7661166191101074
কমপ্লেইন সেকশনে রিডাইরেক্ট করতে পারবেন?,কমপ্লেইন সেকশনে রিডাইরেক্ট করতে পারবেন,agent_calling,request_for_clear_pronunciation,0.6983578205108643
স্মার্ট কার্ড পাওয়ার জন্য কি টাকা লাগে?,স্মার্ট কার্ড পাবার জন্য কত টাকা লাগবে?,smart_card_fee,smart_card_collection_fees,0.7167282104492188
একই সময়ে বর্তমান ও স্থায়ী ঠিকানা সংশোধন করা কি অনুমোদিত?,একইসাথে কি বর্তমান ঠিকানা বদল করা ও স্থায়ী ঠিকানা সংশোধন করা যায়?,together_present_and_permanent_address_change,migration_personal_attendance_required,0.7279105186462402
ডাটা সংশোধনের আবেদনটির অবস্থা জানার পদ্ধতি কী?,এনআইডি পরিবর্তন/সংশোধনের আবেদন-এর অবস্থা জানান।,correction_application_status,correction_application_current_status,0.7114865779876709
স্মার্ট কার্ড নেওয়ার জন্য কি কোনো শুল্ক আছে?,স্মার্ট আইডি সংগ্রহ করতে কি কোনো শুল্ক আছে?,smart_card_fee,smart_card_collection_fees,0.7038252353668213
ভোটার হিসেবে আবেদন করতে বয়স কত হওয়া দরকার?,ভোটার হওয়ার জন্য কমপক্ষে কত বয়স দরকার?,new_nid_card_age,nid_registration_age,0.6977734565734863
"আগের আইডিতে স্বামীর নাম ছিল, নতুন ই-এনআইডিতে নেই—কী কারণে?","আগের আইডি কার্ডে স্বামীর নাম ছিলো, কিন্তু বর্তমান কার্ডে নাই, কেন?",no_husband_name_in_smart_card,husband_name_previous_card,0.7343845367431641
আবেদন প্রত্যাহার করলে পরিশোধিত ফি কি ফেরত হবে?,আবেদন বাতিল করলে পরিশোধিত ফি কি ফেরত পাওয়া যায়?,card_correction_request_failed_query_regarding_refund_fees,overpayment_refund_not_possible,0.7179677486419678
NID MATCH FOUND—এই ইস্যুর জন্য কাকে কন্টাক্ট করবো?,Match Found সমস্যায় কার কাছে যোগাযোগ করা উচিত?,nid_match_found_verification_failed_how_to_solve,match_found_new_voter_no_nid,0.7188873291015625
"আমি অনেক দিন আগে এনআইডির জন্য বায়োমেট্রিক করিয়েছিলাম, এখনো কার্ড হাতে নেই, কী করা উচিত?","আমি এনআইডি কার্ডের জন্য বায়োমেট্রিক দিয়েছি, এখন কি করতে হবে আমাকে?",photo_done_years_ago_but_no_card,foreign_resident_action_after_biometrics_new,0.7884402275085449
NID MATCH FOUND—সমস্যার স্থায়ী সমাধান কোথায় পাওয়া যাবে?,"Match Found হওয়ার পর এনআইডি আটকে আছে, সমাধান কোথা থেকে পাব?",nid_match_found_verification_failed_how_to_solve,match_found_new_voter_no_nid,0.7191379070281982
ফিঙ্গারপ্রিন্ট দিয়ে multiple attempt করেও তথ্য নাই—এখন কী?,"ফিঙ্গারপ্রিন্ট ধরা পড়ে না, অনেকবার চেষ্টা করেছি—এখন কী?",fingerprint_error_info_not_found,disability_no_hands_registration_procedure,0.7491416931152344
ইমার্জেন্সি রি-ইস্যুতে কার্ড প্রসেসিং কবে শেষ হবে?,ইমার্জেন্সি রি-ইস্যুতে কার্ড প্রস্তুত হতে কত সময় ধরে?,reissue_apply_why_pending_and_urgent_reissue_seven_days_over,reissue_urgent_card_delivery_time,0.7304844856262207
ঠিকানা পরিবর্তন চলছে—একই সাথে কি তথ্য সংশোধনও করা যায়?,একইসাথে কি বর্তমান ঠিকানা বদল করা ও স্থায়ী ঠিকানা সংশোধন করা যায়?,voter_area_change_ongoing,migration_personal_attendance_required,0.7222390174865723
এনআইডির ভুল ইনফো ঠিক করতে কোন লিংকে ক্লিক করবো?,এনআইডি ভুল সংশোধনের পোর্টাল লিংকটা দিতে পারবেন?,card_information_correction,online_card_correction,0.7260923385620117
স্মার্ট এনআইডি ইস্যু ফি কি আছে?,স্মার্ট আইডি ইস্যুর জন্য কি ফি প্রযোজ্য?,smart_card_fee,smart_card_collection_fees,0.679476261138916
স্মার্ট কার্ড সংগ্রহ কি ফ্রি অফ চার্জ?,স্মার্ট কার্ড সংগ্রহের সময় কি কোনো চার্জ দেওয়া লাগে?,smart_card_fee,smart_card_collection_fees,0.6541459560394287
স্থায়ী ঠিকানা গ্রামে; শহরে অস্থায়ী ঠিকানায় ভোটার করা যাবে?,"গ্রামে স্থায়ী ঠিকানায় ভোটার হয়ে শহরে ভোট দেয়া যায় কি, নাকি বর্তমান ঠিকানায় হওয়া উচিত?",no_own_house_in_voter_area,present_address_permanent_together,0.7614636421203613
এনআইডির ভুল সংশোধনের জন্য কোন কর্তৃপক্ষের কাছে যাব?,এনআইডির তথ্য ভুল প্রুভ হলে কোথায় সংশোধন করব?,nid_information_misentry_correction_procedure,card_information_correction,0.7472095489501953
বিদেশে কোন দেশগুলোর দূতাবাসে এনআইডি সেবা চলছে?,সব দেশের দূতাবাসে কি এনআইডি সেবা দেওয়া হয়?,foreign_resident_card_registration_query_country_limitation,dual_citizen_embassy_nid_process,0.724280834197998
আমার NID correction-এর অবস্থা একটু দেখবেন?,NID correction status পোর্টালে দেখায় না। আপডেট জানার জন্য কী করবো? আমার অ্যাকাউন্টে কি দেখা যাবে?,correction_application_current_status,correction_application_status_not_showing,0.7388863563537598
