log_timestamp,log_level,id,total,question,similar_question,expected_tag,predicted_tag,tag_match,expected_answer,predicted_answer,answer_match_text,answer_match,probability,time_taken_s
2026-01-27 12:00:41,INFO,11,8720,পোস্টাল ভোট প্রদানে কী ধরনের এনআইডি দেখাতে হবে যা গ্রহণ করবে?,পোস্টাল ভোট দিতে কি ধরনের এনআইডি কার্ড গ্রহণ করা হয়?,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9866731762886047,0.688347578048706
2026-01-27 12:00:42,INFO,12,8720,ডাকমতের ভোটে কোন ধরণের NID কার্ড অনুমোদিত?,ডাক ভোটের জন্য ল্যামিনেটেড NID কার্ড কি অনুমোদিত?,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9765321612358093,0.6452922821044922
2026-01-27 12:00:43,INFO,13,8720,পোস্টাল ভোটের জন্য NID হিসেবে কোন কোন ধরন মান্য করা হয়?,পোস্টাল ভোটের ক্ষেত্রে কোন ধরণের জাতীয় পরিচয়পত্র দেখালে গ্রহণ করা হয়?,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9841588735580444,0.6582612991333008
2026-01-27 12:00:44,INFO,14,8720,ডাকযোগে ভোটকালে কোন টাইপের জাতীয় পরিচয়পত্র গ্রহণ করা হয়?,ডাকযোগে ভোটের সময় এনআইডি কার্ড কেমন ধরনের হলে গ্রহণ করা হয়?,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9841001033782959,0.6675248146057129
2026-01-27 12:00:45,INFO,15,8720,পোস্টাল ব্যালটে NID কার্ডের কোন কোন ফর্ম গ্রহণযোগ্য ধরা হয়?,পোস্টাল ব্যালটে ভোট দেওয়ার ক্ষেত্রে NID কার্ডের কোন ধরনের গ্রহণযোগ্য?,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9891958236694336,0.645256757736206
2026-01-27 12:00:45,INFO,16,8720,ডাকের মাধ্যমে ভোট দিতে NID-এর কী কী ভ্যারিয়েন্ট চলবে?,ডাক ভোট দিতে এনআইডির কোন ভ্যারিয়েন্ট দরকার?,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.977880597114563,0.6267514228820801
2026-01-27 12:00:46,INFO,17,8720,পোস্টাল ভোটে কোন NID কার্ড দেখালে বৈধ গণ্য হবে?,পোস্টাল ভোটে কোন ধরনের NID কার্ডকে বৈধ ধরা হয়?,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9891788959503174,0.6270580291748047
2026-01-27 12:00:47,INFO,18,8720,ডাক ভোটের জন্য কোন শ্রেণির জাতীয় পরিচয়পত্র গ্রহণযোগ্য?,ডাক ভোটে জাতীয় পরিচয়পত্রের কোন ভার্সন গৃহীত হয়?,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9743841886520386,0.641897439956665
2026-01-27 12:00:48,INFO,19,8720,পোস্টাল ভোট দেওয়ার ক্ষেত্রে ল্যামিনেটেড আর স্মার্ট—উভয় NID কি চলবে?,পোস্টাল ভোটে NID হিসেবে স্মার্ট এবং ল্যামিনেটেড—দুইটাই কি গ্রহণযোগ্য?,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9866403341293335,0.6756336688995361
2026-01-27 12:00:49,INFO,20,8720,ডাকযোগে ভোটের সময় কোন ধরণের এনআইডি কার্ড গ্রহণযোগ্য থাকে?,ডাকযোগে ভোটের সময় এনআইডি কার্ড কেমন ধরনের হলে গ্রহণ করা হয়?,accepted_nid_types,accepted_nid_types,True,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।",আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9898110628128052,0.6448047161102295
2026-01-27 12:00:50,INFO,21,8720,আমার এনআইডি অনলাইন পোর্টালের অ্যাকাউন্ট লক হয়ে গেছে—এটা আনলক করতে কী করতে হবে?,এনআইডি ওয়েবসাইটে আমার অ্যাকাউন্টে লক পড়ে গেছে; কীভাবে আনলক করব?,account_locked,account_locked,True,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9935164451599121,0.6916189193725586
2026-01-27 12:00:51,INFO,22,8720,এনআইডি সেবার ওয়েবসাইটে লগইন দিলে “আপনার একাউন্ট লক করা হয়েছে” দেখায়; এখন সমাধান কী?,"এনআইডি অনলাইন পোর্টালে “আপনার একাউন্ট লক করা হয়েছে” মেসেজ দেখায়, করণীয় কি?",account_locked,account_locked,True,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9902981519699097,0.6867227554321289
2026-01-27 12:00:52,INFO,23,8720,"NID অনলাইন অ্যাকাউন্ট লকড দেখাচ্ছে, কীভাবে খুলবো?","এনআইডি অনলাইনে একাউন্ট লক হয়েছে, কিভাবে খুলবো?",account_locked,account_locked,True,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.988745391368866,0.6263706684112549
2026-01-27 12:00:53,INFO,24,8720,এনআইডি পোর্টালে আমার একাউন্ট ব্লক হয়ে গেছে; আনলকের নিয়মটা জানাবেন?,NID অনলাইন সেবায় অ্যাকাউন্ট ব্লক হয়ে গেলে আনলক করার নিয়ম কী?,account_locked,account_locked,True,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.982279896736145,0.6674928665161133
2026-01-27 12:00:54,INFO,25,8720,লগইন করতে গেলে “অ্যাকাউন্ট লকড” বার্তা আসে—কী করণীয়?,লগইন ঠিকভাবে দিলেও ‘অ্যাকাউন্ট লকড’ দেখায়—এখন কী করণীয়?,account_locked,account_locked_retrials,False,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের জন্য তিনবারের অধিক চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্ট সাময়িক সময়ের জন্য লক করে দেওয়া হয়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9902887344360352,0.6683621406555176
2026-01-27 12:00:55,INFO,26,8720,"এনআইডি অনলাইন সিস্টেমে আমার খাতা লক হয়ে গেছে, দয়া করে কীভাবে ঠিক করব বলবেন?",এনআইডি অনলাইন পোর্টালে আমার অ্যাকাউন্ট লক হয়ে গেছে; করণীয় কী?,account_locked,account_locked,True,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9812107682228088,0.6736226081848145
2026-01-27 12:00:56,INFO,27,8720,এনআইডি একাউন্ট লক হয়ে যাওয়ার পর আবার অ্যাক্সেস পেতে কী করতে হবে?,অ্যাকাউন্ট লক—এনআইডি তে কিভাবে পুনরায় প্রবেশ সম্ভব?,account_locked,account_locked,True,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9898484945297241,0.674046516418457
2026-01-27 12:00:57,INFO,28,8720,NID ওয়েব পোর্টালে প্রবেশ করতে গেলে বলে অ্যাকাউন্ট লক—এটা কীভাবে পুনরুদ্ধার করব?,"অ্যাকাউন্ট লক হয়ে এনআইডি পোর্টালে ঢুকতে পারছি না, কিভাবে সমাধান করব?",account_locked,account_locked,True,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9807230830192566,0.7200100421905518
2026-01-27 12:00:58,INFO,29,8720,আমার এনআইডি অনলাইন একাউন্টটি বন্ধ বা লক দেখায়; আনব্লক করার উপায় কী?,"আমার এনআইডি একাউন্ট লক হয়ে গেছে, কিভাবে আনলক করবো?",account_locked,account_locked,True,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9893734455108643,0.6981675624847412
2026-01-27 12:00:59,INFO,30,8720,“আপনার অ্যাকাউন্ট লক করা হয়েছে” মেসেজ আসছে—এটা খুলতে কী প্রক্রিয়া?,“আপনার অ্যাকাউন্ট লক করা হয়েছে” এনআইডিতে দেখায়—পরবর্তী ধাপ কী?,account_locked,account_locked,True,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9837247133255005,0.6948263645172119
2026-01-27 12:01:00,INFO,31,8720,"এনআইডি সার্ভিস পোর্টালে ইউজার অ্যাকাউন্ট লক হয়ে গেছে, কী করণীয় বা কার কাছে জানাব?",এনআইডি অনলাইন পোর্টালে আমার অ্যাকাউন্ট লক হয়ে গেছে; করণীয় কী?,account_locked,account_locked,True,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.988511323928833,0.691131591796875
2026-01-27 12:01:01,INFO,32,8720,ভুল তথ্য দিয়ে চেষ্টা করায় সম্ভবত লক হয়ে গেছে—এখন কী করলে আনলক হবে?,ভুল তথ্যের জন্য লক হয়েছিল; এখন সংশোধনের পরও লক—কী করব?,account_locked,eight_hours_time_up,False,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।",আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9828284978866577,0.6892096996307373
2026-01-27 12:01:02,INFO,33,8720,আমার NID অনলাইন লগইন সাসপেন্ড (লক) হয়ে আছে; কীভাবে পুনরায় সক্রিয় করব?,"এনআইডি লগইন লকড, কোন উপায়ে রিস্টোর করব?",account_locked,account_locked,True,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?,False,0.9775775671005249,0.7045371532440186
