question,similar question,expected tag,predicted tag,time taken
প্রবাসীদের ভোটার নিবন্ধনের কার্ড কখন বিতরণ করা হয়?,প্রবাসীদের জন্য এনআইডি কার্ড কবে থেকে বিতরণ করা হয়?,nrb_application_status,nrb_application_status,0.6220088005065918
বর্তমান ঠিকানা পরিবর্তনের জন্য অনলাইন সাবমিশন সম্ভব কি?,বর্তমান ঠিকানা সংশোধনের জন্য অনলাইন সাবমিশন করা যাবে কি?,persent_address_correction_procedure,persent_address_correction_procedure,0.6216700077056885
রসিদ হারালে কি আগে এনআইডি নম্বর নিতে হবে?,রসিদ হারিয়েছি—কার্ড নেয়ার জন্য কি আগে এনআইডি নম্বর লাগবে?,receipt_lost_how_to_get_new_card,receipt_lost_how_to_get_new_card,0.6692814826965332
ভোটার এলাকা মাইগ্রেট করতে কোন কোন কাগজ দরকার?,ভোটার এলাকা মাইগ্রেশন করতে কী কী কাগজপত্র প্রয়োজন?,necessary_documents_to_modify_voter_area,necessary_documents_to_modify_voter_area,0.6118438243865967
ট্রান্সফার কাজ চলমান—তখন কি NID তথ্য ঠিক করতে পারবো?,ট্রান্সফার আবেদন প্রগতি পর্যায়ে—এখন কি তথ্য ঠিক করার সুযোগ আছে?,voter_area_change_ongoing,voter_area_change_ongoing,0.6903676986694336
এনআইডি নাম করেকশন করতে কোন কোন প্রমাণপত্র জমা লাগবে?,এনআইডিতে নাম সংশোধনের জন্য কোন কোন প্রমাণপত্র দেখাতে হবে?,name_correction_in_nid_card,name_correction_in_nid_card,0.6755425930023193
স্মার্ট আইডিতে স্বামীর নাম কোথায় থাকে—কার্ডে নয় কেন?,"স্মার্ট এনআইডিতে স্বামীর নামের তথ্য কোথায় থাকে, কার্ডে কেন নেই?",no_husband_name_in_smart_card,no_husband_name_in_smart_card,0.6785190105438232
"অভিযোগ বিভাগে কথা বলতে চাই, সংযোগ দিন।",অভিযোগ বিভাগের মানুষের সাথে কথা চাই।,agent_calling,agent_calling,0.6561741828918457
নতুন ভোটার হওয়ার সময় কি সার্ভিস চার্জ দিতে হয়?,নতুন ভোটার নিবন্ধনের জন্য কি কোনো চার্জ দিতে হবে?,new_voter_fees,new_voter_fees,0.6330437660217285
অনলাইন এনআইডির কিউআর দিয়ে কোন অ্যাপ ব্যবহার করতে হয়?,এনআইডি কিউআর ব্যবহার করার জন্য কী অ্যাপ ইন্সটল করা দরকার?,qr_code_clarification,qr_code_clarification,0.6788275241851807
ডিভোর্সের পর স্মার্টকার্ড থেকে পতি নাম বাদ দেওয়ার গাইডলাইন চাই।,ডিভোর্সের পরে স্মার্ট কার্ডে পতি নাম অপসারণ কিভাবে হয়?,husband_talak_name_remove,husband_talak_name_remove,0.6925628185272217
ভোটার আইডিতে পড়াশোনার তথ্য বেশি—সঠিক করতে কাকে ধরতে হবে?,ভোটার আইডিতে শিক্ষাগত তথ্য বেশি—সঠিক তথ্য দিতে কী করব?,educational_qualification_correction,educational_qualification_correction,0.7004344463348389
স্থায়ী ঠিকানা পরিবর্তন সাবমিট করেছি—বার্তা পেলাম; কবে Approved হবে?,স্থায়ী ঠিকানা বদলের আবেদন করেছি—মেসেজ এসেছে; কবে Approved হবে?,address_change_sms_to_mobile_how_many_days_to_get_approved,address_change_sms_to_mobile_how_many_days_to_get_approved,0.7124004364013672
সংশোধন আবেদন জমা দিতে ভ্যাটসহ কত টাকা পরিশোধ করতে হয়?,সংশোধন সেবার জন্য কত টাকা দিতে হয় ভ্যাটসহ?,card_correction_fees,card_correction_fees,0.6667563915252686
ডুয়াল সিটিজেনশিপ প্রমাণপত্র কাদের দ্বারা ইস্যু হয়?,ডুয়াল সিটিজেনশিপ প্রমাণপত্র ইস্যু করে কারা?,ministry_provide_dual_citizenship_certificate,ministry_provide_dual_citizenship_certificate,0.6792833805084229
অনলাইন ফর্ম প্রিন্টে লেটার ব্রেক হচ্ছে—কোন ব্যবস্থা নেব?,নতুন ভোটারের আবেদন প্রিন্টআউটে লেটার ব্রেক হচ্ছে—কি করব?,font_problem_in_new_voter_registration_form,font_problem_in_new_voter_registration_form,0.6878855228424072
বর্তমান ঠিকানা আপডেট রিকোয়েস্টটা কবে প্রসেস হয়ে যায়?,বর্তমান ঠিকানা আপডেটের রিকোয়েস্ট প্রসেস হতে কতদিন সময় লাগে?,present_address_change_process_duration,present_address_change_process_duration,0.6815042495727539
ভোটার আইডিতে কি দুইজন পত্নীর নাম রাখা যাবে?,ভোটার আইডিতে দুইজন স্ত্রীর নাম রাখা যাবে তো?,how_many_wife_name_can_be_added_in_nid_card,how_many_wife_name_can_be_added_in_nid_card,0.6759440898895264
বিদেশ থেকে আবেদন করা কার্ডটির প্রসেসিং স্টেজ কোনটি?,বিদেশে থেকে করা এনআইডি আবেদনের প্রসেসিং টাইম কতো?,nrb_application_status,nrb_application_status,0.6572284698486328
"দীর্ঘদিন রি-ইস্যু আবেদন ঝুলে আছে, কেন ফাইনাল হচ্ছে না?","রি-ইস্যু প্রসেসিং-এ অনেকদিন ধরে আটকে আছে, কেন ফাইনাল হচ্ছে না?",reissue_apply_why_pending_and_urgent_reissue_seven_days_over,reissue_apply_why_pending_and_urgent_reissue_seven_days_over,0.666297197341919
NID Wallet অ্যাপ কি অ্যাপ স্টোর থেকে নেওয়া সম্ভব?,NID Wallet অ্যাপ কি অ্যাপল অ্যাপ স্টোরে ডাউনলোড করা যাবে?,nid_wallet_download,nid_wallet_download,0.62540602684021
নতুন ভোটার কার্ডের সাথে পুরোনোটা পেলে এরপর কী?,নতুন ভোটার আইডি তোলার পরে পুরোনো কার্ডটি হাতে এলে কী করতে হবে?,new_card_got_old_card_found_what_to_do,new_card_got_old_card_found_what_to_do,0.6721060276031494
সংশোধনের জন্য পেমেন্ট কতটা করতে হবে?,সংশোধনের আবেদন করলে কত টাকার পেমেন্ট করতে হবে?,card_correction_fees,card_correction_fees,0.6153457164764404
ফর্মের FN নম্বর দিয়ে অনলাইনে একাউন্ট ওপেন হচ্ছে না—কী করণীয়?,"FN নম্বর দিয়ে একাউন্ট ওপেন করতে পারছি না, কী করণীয়?",form_number_not_working,form_number_not_working,0.7065527439117432
সদ্য ভোটার—স্মার্ট কার্ড পাওয়ার জন্য কতদিন অপেক্ষা করা লাগে?,আমি নতুন ভোটার—স্মার্ট কার্ডের জন্য কত সময় অপেক্ষা করতে হয়?,new_voter_got_normal_card_when_get_smart_card,new_voter_got_normal_card_when_get_smart_card,0.7071561813354492
সংশোধন আবেদনের পেমেন্ট করতে হলে কোন অপশন নির্বাচন করতে হবে?,সংশোধন ফি প্রদান করতে হলে কী কী অপশন নির্বাচন করতে হয়?,correction_fee_payment,correction_fee_payment,0.6931602954864502
ছবি তোলার নোটিশ পেয়েছি; সময় পরিবর্তন করা যাবে কি?,কাজের কারণে সময় মিলছে না; ছবির তারিখ কি পরিবর্তন করা সম্ভব?,photo_sms_but_not_in_upzila_other_when,photo_sms_but_not_in_upzila_other_when,0.6950511932373047
"ভোটার এলাকা ট্রান্সফার করতে চেয়ারম্যানের সই ছাড়া হয় না কি, নাকি কাউন্সিলরের সইয়ে হয়?","ভোটার ঠিকানা স্থানান্তরে চেয়ারম্যানের সই ছাড়া প্রসেস হবে না, নাকি কাউন্সিলরের সই হলেই হবে?",address_change_counselor_chairperson_signature,address_change_counselor_chairperson_signature,0.7422454357147217
"কার্ডে আমার ফটো, ডিটেইলস ভিন্ন—সংশোধনের জন্য কী প্রক্রিয়া?","আমার ছবি, কিন্তু তথ্য ভিন্ন—কার্ড ঠিক করতে কোন অফিসে যাব?",nid_information_misentry_correction_procedure,nid_information_misentry_correction_procedure,0.7489511966705322
স্মার্ট এনআইডিতে পাসপোর্ট নম্বর রেপ্লেসমেন্টের কাগজ কী কী?,স্মার্ট এনআইডিতে পাসপোর্ট নম্বর কোরেকশনের কাগজ কী কী?,passport_number_correct_or_add_document_new,passport_number_correct_or_add_document_new,0.7302629947662354
সংশোধনের ফি প্রদানে কোন কোন ব্যাংক সমর্থিত?,এনআইডি সংশোধনের ফি কোন কোন ব্যাংকে জমা দেয়া যায়?,correction_fee_payment,correction_fee_payment,0.6361546516418457
বিবাহের কারণে বিদেশি নাগরিক কি NID-এর আওতায় আসতে পারেন?,বিবাহের মাধ্যমে বিদেশি নাগরিকরা কি NID করতে পারবেন?,nid_opportunity_for_foreign_spouse,nid_opportunity_for_foreign_spouse,0.6950592994689941
অ্যান্ড্রয়েড ফোন না থাকলে এনআইডি Wallet কনফার্মেশন কীভাবে করবো?,স্মার্টফোন অ্যান্ড্রয়েড না হলে এনআইডি Wallet কিভাবে করবো?,no_android_phone,no_android_phone,0.7203752994537354
"দূতাবাসে বায়োমেট্রিক জমা, পরবর্তীতে নির্দেশনা কী?","দূতাবাসে জাতীয় পরিচয়পত্রের জন্য বায়োমেট্রিক দিয়েছি, পরবর্তী নির্দেশনা চাই।",foreign_resident_action_after_biometrics_new,foreign_resident_action_after_biometrics_new,0.7061431407928467
"ভোটার আইডির আবেদন করেছি, নোটিফিকেশন না পেলে করণীয় কী?",নতুন ভোটার রেজিস্ট্রেশন নোটিফিকেশন না এলে কি করা দরকার?,new_voter_no_messages_from_upzila_or_thana,new_voter_no_messages_from_upzila_or_thana,0.7032990455627441
অনলাইন সিস্টেমে কি বর্তমান ঠিকানা আপডেটের অপশন রয়েছে?,অনলাইনে বর্তমান ঠিকানা আপডেটের ব্যবস্থা আছে কি?,persent_address_correction_procedure,persent_address_correction_procedure,0.6212925910949707
NID আপডেটে স্বামীকে মৃত দেখাতে ‘মৃত’ বসানো যাবে কি?,NID online update-এ স্বামীর নামের আগে ‘মৃত’ বসানো যাবে?,parents_or_spouse_death_related_documents_to_declare_death,parents_or_spouse_death_related_documents_to_declare_death,0.6255419254302979
হারানো জাতীয় পরিচয়পত্রের জন্য কি নির্দিষ্ট ফি আছে?,জাতীয় পরিচয়পত্র হারিয়ে গেলে কি নির্দিষ্ট ফি জমা দিতে হয়?,card_lost_and_damaged_cost,card_lost_and_damaged_cost,0.6467380523681641
এনআইডি তথ্য সংশোধনের টাকা কিভাবে সাবমিট করবো?,এনআইডি সংশোধনের টাকা কীভাবে অনলাইনে সাবমিট করব?,correction_fee_payment,correction_fee_payment,0.6989130973815918
এনআইডি কার্ডে পার্মানেন্ট এড্রেস পরিবর্তনের জন্য ডকুমেন্ট রিকোয়্যারমেন্ট কী?,পার্মানেন্ট এড্রেস বদল করতে এনআইডি কার্ডের জন্য কি কি ডকুমেন্ট লাগে?,permanent_address_new,permanent_address_new,0.7480089664459229
Wallet অ্যাপে ফেস ভেরিফাইতে “face not visible”—কি করবো?,Wallet অ্যাপে ফেস ভেরিফাই করতে পারছি না—পদ্ধতি কী?,no_face_verification,no_face_verification,0.7372121810913086
প্রবাসী ভোটার নিবন্ধনের আবেদনটি কেন না-গ্রহণযোগ্য হলো?,প্রবাসী ভোটার নিবন্ধন আবেদন Reject হওয়ার কারণ কী?,foreign_resident_card_registration_rejected,foreign_resident_card_registration_rejected,0.6726014614105225
জাতীয় পরিচয়পত্রের অনলাইন সেবায় পূর্বের লগইন কিভাবে পুনরায় ব্যবহার করব?,জাতীয় পরিচয়পত্র ওয়েবসাইটে পূর্বের লগইন তথ্য দিয়ে আবার কিভাবে ঢুকবো?,online_previously_registered,online_previously_registered,0.6916389465332031
ভোটার হওয়ার আবেদন খারিজ হলে তথ্য যাচাই কিভাবে করবো?,নতুন ভোটার হওয়ার আবেদন খারিজ হলে কীভাবে এগোতে হবে?,new_voter_application_cancelled,new_voter_application_cancelled,0.7002601623535156
ফি পরিশোধের জন্য ১০/১৭—কোনটির নম্বর দেব?,ফি পরিশোধে ১০/১৭—কোন ডিজিটের এনআইডি দেব?,card_correction_fees_payment_reference_nid_number_query,card_correction_fees_payment_reference_nid_number_query,0.6399180889129639
NID হারালে স্মার্ট কার্ডের ডুপ্লিকেট কবে থেকে পাওয়া যাবে?,স্মার্ট এনআইডি হারাইছে—ডুপ্লিকেট কার্ড পাওয়া যাবে নাকি?,smart_card_lost_how_to_get_new_one_again,smart_card_lost_how_to_get_new_one_again,0.7371838092803955
ভোটার আইডির ভুল ডিটেইল ঠিক করতে কী করতে হয়?,ভোটার আইডির ভুল ঠিক করতে কিভাবে আবেদন করবো?,card_information_correction,card_information_correction,0.6806302070617676
পুরোনো NID হারিয়েছি—স্মার্ট কার্ড নেওয়ার কর্তৃপক্ষ কারা?,পুরানো NID হারানোর পর স্মার্ট কার্ড পাওয়া যাচ্ছে না—ঠিক?,smart_card_lost_how_to_get_new_one_again,smart_card_lost_how_to_get_new_one_again,0.6692595481872559
খারিজ হওয়ার পর পুনরায় এনআইডি আপডেটে কি ফি দিতে হয়?,রিজেক্ট হওয়ার পর পুনরায় এনআইডি আপডেটে কি ফি দিতে হবে?,card_correction_request_failed_query_regarding_repayment_fees,card_correction_request_failed_query_regarding_repayment_fees,0.7154664993286133
ভোটার কার্ডে কাজের ধরন আপডেট করতে করণীয় কী?,কার্ডে চাকুরির তথ্য আপডেটের জন্য কীভাবে এগোতে হবে?,profession_change,profession_change,0.723994255065918
নতুন এনআইডি কার্ড পাওয়া কি বিনামূল্যে?,এনআইডি রেজিস্ট্রেশন কি পুরোপুরি বিনামূল্যে হয়?,new_voter_fees,new_voter_fees,0.6795308589935303
অনলাইনে এনআইডি পরিষেবার তালিকা দেবেন?,এনআইডি সংক্রান্ত অনলাইন সেবার তালিকা কী?,online_apply,online_apply,0.6585693359375
"রেজিস্ট্রেশন কনফার্ম করতে কোড লাগবে, কিন্তু আসেনি—এখন কী?","এনআইডি অ্যাকাউন্ট রেজিস্ট্রেশন করেছি, কোড আসছে না—কি করণীয়?",no_otp_in_registration,no_otp_in_registration,0.7314770221710205
রিইস্যু স্ট্যাটাস approve হতে কতদিন অপেক্ষা করতে হয়?,রিইস্যু স্ট্যাটাস বারবার pending—কতদিনে approve হবে?,online_application_pending,online_application_pending,0.7214400768280029
ইন্টারনেট সেবায় ভোটার এলাকা পরিবর্তনযোগ্য কিনা জানাবেন?,ইন্টারনেট-ভিত্তিক সিস্টেমে কি ভোটার এলাকা বদল করা যাবে?,voter_area_change_online,voter_area_change_online,0.6490085124969482
জাতীয় পরিচয়পত্রে জন্ম নিবন্ধন নম্বর সংশোধন করতে কী কী প্রমাণ দিতে হবে?,জাতীয় পরিচয়পত্রের জন্ম সনদ নম্বর বদলাতে কী কী প্রমাণ দিতে হবে?,birth_certificate_number_correct_or_add_document_new,birth_certificate_number_correct_or_add_document_new,0.6820719242095947
ভোটার তালিকার ফোন নম্বর হালনাগাদে কী প্রমাণপত্র দরকার?,ভোটার আইডিতে যোগাযোগ নম্বর হালনাগাদে কী প্রমাণ দরকার?,cell_phone_number_correct_or_add_document_new,cell_phone_number_correct_or_add_document_new,0.6894850730895996
নতুন ভোটার হতে আবেদন করেছি—নোটিফিকেশন না পেলে করণীয় কী?,নতুন ভোটার আবেদন করেছি; নোটিশ না পাওয়ায় কী করবো?,new_voter_no_messages_from_upzila_or_thana,new_voter_no_messages_from_upzila_or_thana,0.7221348285675049
রকেট দিয়ে এনআইডি সংশোধনের ফি কোথায় সাবমিট করবো?,রকেট ব্যবহার করে NID সংশোধন ফি কিভাবে সাবমিট করব?,rocket_mfs_payment_process,rocket_mfs_payment_process,0.7096712589263916
কনস্যুলেটে দেওয়া ভোটার নিবন্ধন Adjudication Pending—এই অবস্থায় কীভাবে অ্যাকশন নেব?,কনস্যুলেটের প্রক্রিয়ায় ভোটার রেজিস্ট্রেশন Adjudication Pending থাকলে কী করব?,foreign_resident_nid_adjudication_pending,foreign_resident_nid_adjudication_pending,0.7632501125335693
আপনি কি এখন সময় দিতে পারবেন?,আপনি কি বর্তমানে উপলব্ধ?,delayed_question_prompt,greeting_and_request_for_question,0.6031208038330078
এনআইডির নাম/জন্মতারিখ ঠিক করতে কোন ওয়েব ঠিকানায় যাব?,জাতীয় পরিচয়পত্রে জন্মতারিখ সংশোধনের জন্য ওয়েব ঠিকানা কী?,online_card_correction,online_card_correction,0.7219064235687256
পরিচয়পত্রে ভুল হলে দ্রুত সংশোধনের উপায় কী?,পরিচয়পত্রে ভুল তথ্য থাকলে দ্রুত সংশোধনের উপায় কী?,nid_information_misentry_correction_procedure,card_information_correction,0.6568288803100586
এনআইডি এফএন নম্বর দিয়ে সাইনআপ নিতে ব্যর্থ হচ্ছি—উপায় কী?,"আমার FN নম্বর দিয়ে এনআইডি সার্ভিস পোর্টালে সাইন আপ হয় না, সাহায্য করবেন?",form_number_not_working,form_number_not_working,0.7168121337890625
অনলাইনে কি ভোটার নিবাসের এলাকা বদল করা যায়?,অনলাইনে ভোটার এলাকা পরিবর্তন করা যায় কি?,voter_area_change_online,voter_area_change_online,0.6748225688934326
"আঙুলের ছাপের তথ্য ভুল দেখাচ্ছে, কিভাবে ঠিক করবো?",আঙুলের ছাপের তথ্য ঠিক না থাকলে কোথায় ঠিক করানো যায়?,fingerprint_error_info_not_found,fingerprint_error_info_not_found,0.7275278568267822
"আমি আগে ভোটার, কার্ড পাই নাই; ফর্ম নম্বর দিয়ে অনলাইনে রেজি করতে চাই—কিভাবে?","ভোটার ছিলাম আগে, কার্ড পাই নাই; ফর্ম নম্বর অনলাইনে দিয়ে রেজিস্টার করতে কী লাগবে?",new_voter_card_not_taken_has_form_no_can_not_register_online,new_voter_card_not_taken_has_form_no_can_not_register_online,0.7532858848571777
নতুন ভোটার হিসেবে আবেদন জমা দেওয়ার সিস্টেমটা কেমন?,নতুন ভোটার হিসেবে ইন্টারনেটে আবেদন জমা দেওয়ার পদ্ধতি বলবেন?,wish_to_create_nid_smart_card_new,online_new_voter_registration,0.6576681137084961
"জাতীয় পরিচয়পত্রে ঠিকানা সংশোধন, মেসেজ এসেছে—অনুমোদন কবে হবে?","ঠিকানা সংশোধনের আবেদন, কনফার্মেশন এসেছে—অনুমোদন কবে নাগাদ হবে?",address_change_sms_to_mobile_how_many_days_to_get_approved,address_change_sms_to_mobile_how_many_days_to_get_approved,0.7267551422119141
স্মার্ট কার্ড বিতরণ হলেও আমারটা অনুপস্থিত কেন?,এলাকায় স্মার্ট কার্ড বিতরণ হলেও আমারটা অনুপস্থিত—কারণ কী?,smart_card_distributed_in_my_area_but_my_card_not_received,smart_card_distributed_in_my_area_but_my_card_not_received,0.6464629173278809
অনলাইনে নতুন ভোটার রেজিস্ট্রেশন স্টার্ট করার উপায় কী?,অনলাইনে নতুন ভোটার হিসেবে নিজেকে নিবন্ধন করার উপায় কী?,online_new_voter_registration,online_new_voter_registration,0.6626458168029785
জাতীয় পরিচয়পত্রের তথ্য হালনাগাদ করতে কী করতে হবে?,জাতীয় পরিচয়পত্রে তথ্য সঠিক করতে কী-কী করতে হয়?,card_information_correction,card_information_correction,0.6874604225158691
দুই নাগরিকত্বের সনদের জন্য কোন বিভাগে যেতে হয়?,দুই নাগরিকত্বের সনদের জন্য কোন দফতরের কাছে যেতে হবে?,whom_to_communicate_for_dual_citizenship_certificate,whom_to_communicate_for_dual_citizenship_certificate,0.684744119644165
এনআইডিতে রক্তের গ্রুপ সংযোজনের জন্য আবেদনে কী যোগ করতে হয়?,এনআইডিতে রক্তের গ্রুপ অন্তর্ভুক্তির আবেদন করার সময় কী যুক্ত করব?,blood_group_correction,blood_group_correction,0.7363977432250977
স্লিপ হারিয়ে গিয়ে থাকলে কি সরাসরি অনলাইনে আবেদন করতে পারবো?,স্লিপ হারিয়ে এখন অনলাইনে কীভাবে কাজ এগোব?,voter_slip_lost_how_to_get_nid,form_number_lost_alternative_download,0.6829493045806885
ডাউনলোড কপিতে রিভাইসড তথ্য না এসে পুরোনো—কীভাবে ঠিক করব?,"ডাউনলোড কপিতে পুরনো তথ্য, অথচ আপডেট সম্পন্ন—সমস্যার সমাধান কী?",previous_information_in_downloaded_card_after_correction,previous_information_in_downloaded_card_after_correction,0.746161699295044
এনআইডির আগের একাউন্ট ক্রেডেনশিয়াল দিয়ে কি এখন লগইন করা যাবে?,পূর্বেকার অ্যাকাউন্ট ক্রেডেনশিয়াল দিয়ে কি এনআইডি লগইন করা যাবে?,login_using_old_id_password,login_using_old_id_password,0.7068789005279541
NID কার্ডের প্রতিলিপি পেতে কি ফি দিতে হয়?,এনআইডি কার্ডের কপি তুলতে কি কোনো ফি নির্ধারিত আছে?,card_lost_and_damaged_cost,card_lost_and_damaged_cost,0.6587367057800293
স্মার্ট এনআইডিতে জন্ম দিনের ভুল কেমন করে সংশোধন করব?,স্মার্ট এনআইডিতে জন্ম তারিখের ভুল ডাটা এডিট করতে কী লাগে?,age_and_dob_correction,age_and_dob_correction,0.7272326946258545
এক আবেদনেই কি কায়েমি ঠিকানা ও অস্থায়ী ঠিকানা হালনাগাদ করা যায়?,একটি আবেদনেই কি কায়েমি ও অস্থায়ী ঠিকানা হালনাগাদ করা সম্ভব?,together_present_and_permanent_address_change,together_present_and_permanent_address_change,0.7293977737426758
দ্রুত রি-ইস্যুতে সাত কার্যদিবস পার হয়ে গেলেও কার্ড পাইনি; এখন কী করব?,"জরুরি রি-ইস্যু আবেদন করেছি, কিন্তু সাত কর্মদিবস পেরিয়ে গেলেও কেনো কার্ড পাইনি?",reissue_apply_why_pending_and_urgent_reissue_seven_days_over,reissue_apply_why_pending_and_urgent_reissue_seven_days_over,0.7374048233032227
কার অফিস থেকে ডুয়াল সিটিজেনশিপ সনদ মেলে?,ডুয়াল সিটিজেনশিপ সার্টিফিকেট ইস্যুর অফিস কার?,ministry_provide_dual_citizenship_certificate,whom_to_communicate_for_dual_citizenship_certificate,0.7069301605224609
ঠিকানা পরিবর্তন প্রসেসে; কি জন্মতারিখ সংশোধনের আবেদন করা যাবে না?,ঠিকানা বদলের আবেদন এখনো প্রক্রিয়াধীন; কি সংশোধন করা সম্ভব নয়?,voter_area_change_ongoing,voter_area_change_ongoing,0.7397167682647705
"একশ পাঁচে ফোন করার পর নির্দেশ পেলাম স্থানীয় নির্বাচন অফিসে যাওয়া, কিন্তু আমি সেখানে নেই—কী করতে পারি?","একশত পাঁচে ফোনে নির্দেশ এসেছে উপজেলা নির্বাচন অফিসে যেতে, আমি সেখানে নেই—কী করতে হবে?",one_zero_five_upzila_office_contact,one_zero_five_upzila_office_contact,0.7386176586151123
"এনআইডি কার্ড হারিয়ে গিয়েছে, কোনো রশিদ/স্লিপ নেই—পুনরায় কার্ডের জন্য করণীয় কী?","এন.আই.ডি. হারিয়ে গেছে, কিছু তথ্যও নেই, নতুন কার্ড পেতে কি করতে হবে?",card_lost_no_info_how_to_get_new,card_lost_no_info_how_to_get_new,0.7243609428405762
