question,similar_question,expected_tag,predicted_tag,expected_answer,predicted_answer,probability,time_taken
পোস্টাল ভোট প্রদানে কী ধরনের এনআইডি দেখাতে হবে যা গ্রহণ করবে?,পোস্টাল ভোটের শর্তে কি এনআইডি দেখানো লাগবে,accepted_nid_types,nid_required_for_postal_vote,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","পোস্টাল ভোট প্রদানে এনআইডি থাকা বাধ্যতামূলক। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.988450288772583,0.07005858421325684
ডাকমতের ভোটে কোন ধরণের NID কার্ড অনুমোদিত?,ডাক ভোটের জন্য ল্যামিনেটেড nid কার্ড কি অনুমোদিত,accepted_nid_types,accepted_nid_types,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9760696291923523,0.06838703155517578
পোস্টাল ভোটের জন্য NID হিসেবে কোন কোন ধরন মান্য করা হয়?,nid verification বলতে পোস্টাল ভোটে কী করা হয়,accepted_nid_types,nid_verification_definition,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","NID যাচাইকরণ প্রক্রিয়ায় আপনার জাতীয় পরিচয়পত্রের তথ্য NID ডাটাবেজের সাথে মিলিয়ে দেখা হয়। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9860770106315613,0.06870555877685547
ডাকযোগে ভোটকালে কোন টাইপের জাতীয় পরিচয়পত্র গ্রহণ করা হয়?,ডাক ভোটে জাতীয় পরিচয়পত্রের কোন ভার্সন গৃহীত হয়,accepted_nid_types,accepted_nid_types,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.985238790512085,0.08258295059204102
পোস্টাল ব্যালটে NID কার্ডের কোন কোন ফর্ম গ্রহণযোগ্য ধরা হয়?,পোস্টাল ব্যালটে ভোট দেওয়ার ক্ষেত্রে nid কার্ডের কোন ধরনের গ্রহণযোগ্য,accepted_nid_types,accepted_nid_types,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.991137683391571,0.07039904594421387
ডাকের মাধ্যমে ভোট দিতে NID-এর কী কী ভ্যারিয়েন্ট চলবে?,ডাক ভোট দিতে এনআইডির কোন ভ্যারিয়েন্ট দরকার,accepted_nid_types,accepted_nid_types,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9779621958732605,0.06612777709960938
পোস্টাল ভোটে কোন NID কার্ড দেখালে বৈধ গণ্য হবে?,পোস্টাল ভোটে কোন ধরনের nid কার্ডকে বৈধ ধরা হয়,accepted_nid_types,accepted_nid_types,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.989199161529541,0.06069803237915039
ডাক ভোটের জন্য কোন শ্রেণির জাতীয় পরিচয়পত্র গ্রহণযোগ্য?,ডাকের ভোটে কোন কোন জাতীয় পরিচয়পত্র কার্ড বৈধ হিসেবে গৃহীত হয়,accepted_nid_types,accepted_nid_types,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9761908054351807,0.06753802299499512
পোস্টাল ভোট দেওয়ার ক্ষেত্রে ল্যামিনেটেড আর স্মার্ট—উভয় NID কি চলবে?,পোস্টাল ভোটে nid হিসেবে স্মার্ট এবং ল্যামিনেটেড—দুইটাই কি গ্রহণযোগ্য,accepted_nid_types,accepted_nid_types,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9852167963981628,0.07039356231689453
ডাকযোগে ভোটের সময় কোন ধরণের এনআইডি কার্ড গ্রহণযোগ্য থাকে?,ডাকযোগে ভোটের সময় এনআইডি হিসেবে কোন কার্ড মান্য করা হয়,accepted_nid_types,accepted_nid_types,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।","সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9910939335823059,0.06811118125915527
আমার এনআইডি অনলাইন পোর্টালের অ্যাকাউন্ট লক হয়ে গেছে—এটা আনলক করতে কী করতে হবে?,এনআইডি ওয়েবসাইটে আমার অ্যাকাউন্টে লক পড়ে গেছে; কীভাবে আনলক করব,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9927720427513123,0.06910157203674316
এনআইডি সেবার ওয়েবসাইটে লগইন দিলে “আপনার একাউন্ট লক করা হয়েছে” দেখায়; এখন সমাধান কী?,এনআইডি অনলাইন পোর্টালে আপনার একাউন্ট লক করা হয়েছে” মেসেজ দেখায় করণীয় কি,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.988062858581543,0.0705571174621582
"NID অনলাইন অ্যাকাউন্ট লকড দেখাচ্ছে, কীভাবে খুলবো?",এনআইডি অনলাইনে একাউন্ট লক হয়েছে কিভাবে খুলবো,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9889881014823914,0.060781240463256836
এনআইডি পোর্টালে আমার একাউন্ট ব্লক হয়ে গেছে; আনলকের নিয়মটা জানাবেন?,nid অনলাইন সেবায় অ্যাকাউন্ট ব্লক হয়ে গেলে আনলক করার নিয়ম কী,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9801722764968872,0.07113313674926758
লগইন করতে গেলে “অ্যাকাউন্ট লকড” বার্তা আসে—কী করণীয়?,লগইন ঠিকভাবে দিলেও অ্যাকাউন্ট লকড দেখায়—এখন কী করণীয়,account_locked,account_locked_retrials,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের জন্য তিনবারের অধিক চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্ট সাময়িক সময়ের জন্য লক করে দেওয়া হয়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9873358607292175,0.0693657398223877
"এনআইডি অনলাইন সিস্টেমে আমার খাতা লক হয়ে গেছে, দয়া করে কীভাবে ঠিক করব বলবেন?",এনআইডি অনলাইন পোর্টালে আমার অ্যাকাউন্ট লক হয়ে গেছে; করণীয় কী,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.978529691696167,0.07070350646972656
এনআইডি একাউন্ট লক হয়ে যাওয়ার পর আবার অ্যাক্সেস পেতে কী করতে হবে?,অ্যাকাউন্ট লক—এনআইডি তে কিভাবে পুনরায় প্রবেশ সম্ভব,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9889236092567444,0.07111477851867676
NID ওয়েব পোর্টালে প্রবেশ করতে গেলে বলে অ্যাকাউন্ট লক—এটা কীভাবে পুনরুদ্ধার করব?,এনআইডি অনলাইন পোর্টালে আমার অ্যাকাউন্ট লক হয়ে গেছে; করণীয় কী,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9784412980079651,0.07100725173950195
আমার এনআইডি অনলাইন একাউন্টটি বন্ধ বা লক দেখায়; আনব্লক করার উপায় কী?,আমার এনআইডি একাউন্ট লক হয়ে গেছে কিভাবে আনলক করবো,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9888265132904053,0.0677332878112793
“আপনার অ্যাকাউন্ট লক করা হয়েছে” মেসেজ আসছে—এটা খুলতে কী প্রক্রিয়া?,আপনার অ্যাকাউন্ট লক করা হয়েছে” এনআইডিতে দেখায়—পরবর্তী ধাপ কী,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9815834164619446,0.07041168212890625
"এনআইডি সার্ভিস পোর্টালে ইউজার অ্যাকাউন্ট লক হয়ে গেছে, কী করণীয় বা কার কাছে জানাব?",এনআইডি অনলাইন পোর্টালে আমার অ্যাকাউন্ট লক হয়ে গেছে; করণীয় কী,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9877699613571167,0.07268619537353516
ভুল তথ্য দিয়ে চেষ্টা করায় সম্ভবত লক হয়ে গেছে—এখন কী করলে আনলক হবে?,এনআইডি তে ভুল ইনফো দিয়ে লক হয়েছে; এখন করণীয় কী,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9820094108581543,0.0707542896270752
আমার NID অনলাইন লগইন সাসপেন্ড (লক) হয়ে আছে; কীভাবে পুনরায় সক্রিয় করব?,এনআইডি লগইন লকড কোন উপায়ে রিস্টোর করব,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9756839871406555,0.0716698169708252
"এনআইডি একাউন্ট লক হয়ে গেছে, অনুগ্রহ করে আনলক করার নির্দেশনা দিন।",এনআইডি একাউন্ট লক হয়ে গেছে সাহায্য চাই,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9905295372009277,0.06697773933410645
পোর্টালে “অ্যাকাউন্ট লকড” পপ-আপ দেখাচ্ছে—কতক্ষণ পর এবং কীভাবে আবার চেষ্টা করব?,এনআইডি পোর্টালে লকড দেখালে কীভাবে পুনরায় চেষ্টা করব,account_locked,account_locked,ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন।,"ভুল তথ্য দিয়ে রেজিস্ট্রেশন বা লগইনের চেষ্টা করা হলে স্বয়ংক্রিয়ভাবে একাউন্টটি লক হয়ে যায়। অনুগ্রহপূর্বক সঠিক তথ্য দিয়ে আট ঘন্টা পর পুনরায় চেষ্টা করুন। 

আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি?",0.9702391624450684,0.10898017883300781
