question,tag,answer
কার্ডে ভুল জন্ম তারিখ সংশোধনের জন্য কী করব?,age_and_dob_correction,"আপনার শিক্ষাগত যোগ্যতা এসএসসি বা তার উর্দ্ধে হলে এসএসসি সনদ, অন্যান্য ক্ষেত্রে পি.ই.সি অথবা জেএসসি সনদ, অনলাইন জন্ম সনদ দাখিলপূর্বক অনলাইনে আবেদন করুন। তবে উল্লেখ্য যে, বিশেষ ক্ষেত্রে কর্তৃপক্ষ অন্যান্য ডকুমেন্টস চাইতে পারেন।"
জাতীয় পরিচয়পত্রে জন্মতারিখ ভুল হলে সংশোধনের প্রক্রিয়া কী?,age_and_dob_correction,"আপনার শিক্ষাগত যোগ্যতা এসএসসি বা তার উর্দ্ধে হলে এসএসসি সনদ, অন্যান্য ক্ষেত্রে পি.ই.সি অথবা জেএসসি সনদ, অনলাইন জন্ম সনদ দাখিলপূর্বক অনলাইনে আবেদন করুন। তবে উল্লেখ্য যে, বিশেষ ক্ষেত্রে কর্তৃপক্ষ অন্যান্য ডকুমেন্টস চাইতে পারেন।"
জাতীয় পরিচয়ের জন্ম তারিখ পরিবর্তনে কাকে অথরিটি ধরা হবে?,age_and_dob_correction,"আপনার শিক্ষাগত যোগ্যতা এসএসসি বা তার উর্দ্ধে হলে এসএসসি সনদ, অন্যান্য ক্ষেত্রে পি.ই.সি অথবা জেএসসি সনদ, অনলাইন জন্ম সনদ দাখিলপূর্বক অনলাইনে আবেদন করুন। তবে উল্লেখ্য যে, বিশেষ ক্ষেত্রে কর্তৃপক্ষ অন্যান্য ডকুমেন্টস চাইতে পারেন।"
ভোটার আইডিতে জন্মদিন ভুল থাকলে কী কী প্রয়োজনীয় কাগজ লাগবে?,age_and_dob_correction,"আপনার শিক্ষাগত যোগ্যতা এসএসসি বা তার উর্দ্ধে হলে এসএসসি সনদ, অন্যান্য ক্ষেত্রে পি.ই.সি অথবা জেএসসি সনদ, অনলাইন জন্ম সনদ দাখিলপূর্বক অনলাইনে আবেদন করুন। তবে উল্লেখ্য যে, বিশেষ ক্ষেত্রে কর্তৃপক্ষ অন্যান্য ডকুমেন্টস চাইতে পারেন।"
দয়া করে লাইভ সাপোর্টে রুট করে দিন।,agent_calling,আপনার কলটি একজন লাইভ এজেন্ট এর কাছে ট্রান্সফার করা হচ্ছে।
"আমি যে সব ডকুমেন্ট দিয়েছি সেটা ঠিক, তাহলে কেন আবেদন বাতিল হলো?",all_documents_correct_but_application_rejected_why,অনুগ্রহপূর্বক আবেদন বাতিলের কারণ জানতে সংশ্লিষ্ট নির্বাচন কর্মকর্তার সাথে যোগাযোগ করুন। বাতিলের যৌক্তিক কারণ না থাকলে সংশ্লিষ্ট নির্বাচন কর্মকর্তার পরামর্শ অনুযায়ী পুনরায় আবেদন করা যেতে পারে।
"সব প্রক্রিয়া ঠিক রেখে আবেদন করেছি, তবু অগ্রাহ্য—কেন?",all_documents_correct_but_application_rejected_why,অনুগ্রহপূর্বক আবেদন বাতিলের কারণ জানতে সংশ্লিষ্ট নির্বাচন কর্মকর্তার সাথে যোগাযোগ করুন। বাতিলের যৌক্তিক কারণ না থাকলে সংশ্লিষ্ট নির্বাচন কর্মকর্তার পরামর্শ অনুযায়ী পুনরায় আবেদন করা যেতে পারে।
আমি কি কিছু মিস করেছি?,ask_if_any_other_questions,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি!
"এই পর্যন্ত ঠিক, এরপর?",ask_if_any_other_questions,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি!
এখন কি পরের ধাপ?,ask_if_any_other_questions,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি!
"এটাই কি যথেষ্ট, নাকি আরও কিছু লাগবে?",ask_if_any_other_questions,আপনাকে আর কোন তথ্য দিয়ে সহযোগিতা করতে পারি!
জন্ম সনদে বাবার নাম আর এসএসসিতে আলাদা—নতুন ভোটার রেজিস্ট্রেশনে কোনটি ধরা হবে?,birth_certificate_and_ssc_certificate_different_information,যাদের শিক্ষাগত যোগ্যতা এসএসসি বা তদুর্দ্ধ রয়েছে তাদের ক্ষেত্রে জন্ম সনদ ও শিক্ষা সনদের তথ্যাদি একই হওয়া আবশ্যক। আপনার জমাকৃত ডকুমেন্টস যাচাই সাপেক্ষে সংশ্লিষ্ট রেজিস্ট্রেশন অফিসার আবেদন অনুমোদন/বাতিলের সিদ্ধান্ত নিতে পারেন।
এনআইডি কার্ডের জন্মস্থান সংশোধন করতে কি কি লাগবে?,birthplace_correction_new,জন্ম স্থান পরিবর্তন করতে হলে অনলাইন জন্ম সনদ ও নাগরিকত্ব সনদ দাখিল করতে হবে।
আপডেটেড ঠিকানার এনআইডি কার্ড সংগ্রহ করতে হলে কোন অফিসে যেতে হবে?,card_avail_after_address_change,নির্ধারিত ফি প্রদানপূর্বক জাতীয় পরিচয়পত্র রি-ইস্যুর জন্য অনলাইনে আবেদন করতে হবে।
ঠিকানা আপডেটের পর কার্ড নিতে কি পুরনো কার্ড জমা দিতে হয়?,card_avail_after_address_change,নির্ধারিত ফি প্রদানপূর্বক জাতীয় পরিচয়পত্র রি-ইস্যুর জন্য অনলাইনে আবেদন করতে হবে।
ঠিকানা পরিবর্তনের পর এনআইডি কার্ড কিভাবে পুনঃইস্যু করাব?,card_avail_after_address_change,নির্ধারিত ফি প্রদানপূর্বক জাতীয় পরিচয়পত্র রি-ইস্যুর জন্য অনলাইনে আবেদন করতে হবে।
ঠিকানা বদলের পর কার্ড রি-ইস্যু অনুরোধের পথ কী?,card_avail_after_address_change,নির্ধারিত ফি প্রদানপূর্বক জাতীয় পরিচয়পত্র রি-ইস্যুর জন্য অনলাইনে আবেদন করতে হবে।
কার্ডে প্রদর্শিত তথ্য সংশোধনের খরচ কত?,card_correction_fees,"(১) কার্ডে প্রদর্শিত তথ্য ১ম বার সংশোধনের জন্য ২৩০ (ভ্যাটসহ) টাকা, ২য় বার সংশোধনের জন্য ৩৪৫ (ভ্যাটসহ), পরবর্তী প্রতিবারের সংশোধনের জন্য ৪৬০ (ভ্যাটসহ) টাকা (২) কার্ডে অপ্রদর্শিত তথ্য সংশোধনের জন্য ১ম বার ১১৫ (ভ্যাটসহ) টাকা, ২য় বার সংশোধনের জন্য ২৩০ (ভ্যাটসহ) টাকা, পরবর্তী প্রতিবারের সংশোধনের জন্য ৩৪৫ (ভ্যাটসহ) টাকা এনআইডি অনলাইন পোর্টালের মাধ্যমে আপনার নির্দিষ্ট আবেদনের ফী -এর পরিমাণ জানতে ভিজিট করুন services.nidw.gov.bd/nid-pub/fees"""""
একটি তথ্যের সংশোধনী আবেদন কয়বার করা যায়?,card_correction_one_information_maximum_limit,জাতীয় তথ্য ভান্ডারে রক্ষিত তথ্য প্রয়োজনীয় দলিলাদির ভিত্তিতে সাধারণত একবার সংশোধন করা হয়। তবে উপযুক্ত দলিলাদি উপস্থাপন সাপেক্ষে পুনরায় আবেদন করলে কর্তৃপক্ষ যাচাই-বাছাই করে সিদ্ধান্ত গ্রহণ করতে পারে।
তথ্য সংশোধন পুনর্বার করার সুযোগ আছে কিনা?,card_correction_one_information_maximum_limit,জাতীয় তথ্য ভান্ডারে রক্ষিত তথ্য প্রয়োজনীয় দলিলাদির ভিত্তিতে সাধারণত একবার সংশোধন করা হয়। তবে উপযুক্ত দলিলাদি উপস্থাপন সাপেক্ষে পুনরায় আবেদন করলে কর্তৃপক্ষ যাচাই-বাছাই করে সিদ্ধান্ত গ্রহণ করতে পারে।
আবেদন না করার কারণে সংশোধনের ফি কি কোনোভাবে রিফান্ড হবে?,card_correction_request_canceled_by_consumer_regarding_refund_fees,"দুঃখিত, এনআইডি ওয়ালেটে একবার ফি জমা হয়ে গেলে সেটি ফেরত পাওয়ার সুযোগ নেই। তবে জমাকৃত ফি ব্যবহৃত না হয়ে থাকলে পরবর্তীতে একই জাতীয় পরিচয়পত্রের বিপরীতে ব্যবহার করা যাবে।"
আমি কি সংশোধন ফি ফেরত পেতে পারি যদি আবেদন না জমা দেই?,card_correction_request_canceled_by_consumer_regarding_refund_fees,"দুঃখিত, এনআইডি ওয়ালেটে একবার ফি জমা হয়ে গেলে সেটি ফেরত পাওয়ার সুযোগ নেই। তবে জমাকৃত ফি ব্যবহৃত না হয়ে থাকলে পরবর্তীতে একই জাতীয় পরিচয়পত্রের বিপরীতে ব্যবহার করা যাবে।"
"ফি জমা দিয়ে যদি আবেদন সাবমিট না করি, টাকা ফেরতের নিয়ম কী?",card_correction_request_canceled_by_consumer_regarding_refund_fees,"দুঃখিত, এনআইডি ওয়ালেটে একবার ফি জমা হয়ে গেলে সেটি ফেরত পাওয়ার সুযোগ নেই। তবে জমাকৃত ফি ব্যবহৃত না হয়ে থাকলে পরবর্তীতে একই জাতীয় পরিচয়পত্রের বিপরীতে ব্যবহার করা যাবে।"
আবেদন না করলে পরিশোধিত ফি কি রিফান্ড হয়?,card_correction_request_failed_query_regarding_refund_fees,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।"
আবেদন সাবমিট না করলে কি পরিশোধিত ফি হারাতে হবে?,card_correction_request_failed_query_regarding_refund_fees,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।"
ফি জমা দিয়েছি কিন্তু আবেদন দিইনি—এ ক্ষেত্রে কি টাকা ফেরত পাওয়া যাবে?,card_correction_request_failed_query_regarding_refund_fees,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।"
রিকোয়েস্ট ক্যানসেল হলে প্রদানকৃত অর্থ কি ফেরত আসে?,card_correction_request_failed_query_regarding_refund_fees,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।"
রিজেকশন হলে পেমেন্ট করা টাকা কি ফেরত পাওয়া যাবে?,card_correction_request_failed_query_regarding_refund_fees,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।"
সংশোধন আবেদন বাতিল হয়ে গেলে কি টাকা ফেরত পাবো?,card_correction_request_failed_query_regarding_refund_fees,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।"
সংশোধন আবেদনের ক্ষেত্রে বাতিল হলে ফি কি ফেরত আসে?,card_correction_request_failed_query_regarding_refund_fees,"দুঃখিত, আপনার জমাকৃত আবেদনের বিপরীতে ফি ফেরত পাওয়ার সুযোগ নেই।"
আবেদন নাকচ হলে দ্বিতীয়বার আবেদনকালে ফি দিতে হবে কি?,card_correction_request_failed_query_regarding_repayment_fees,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।
ক্যানসেল্ড ফাইল আবার সাবমিট করলে ফি প্রযোজ্য হবে কি?,card_correction_request_failed_query_regarding_repayment_fees,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।
খারিজ হওয়া আবেদন আবার সাবমিট করতে কি ফি নেবেন?,card_correction_request_failed_query_regarding_repayment_fees,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।
খারিজ হওয়া সংশোধন আবেদন পুনরায় জমা দিতে কি ফি আছে?,card_correction_request_failed_query_regarding_repayment_fees,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।
বাতিল হওয়া সংশোধন আবেদনের জন্য পুনরায় টাকা জমা দিতে হবে কি?,card_correction_request_failed_query_regarding_repayment_fees,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।
রিজেক্ট হওয়া এনআইডি সংশোধনের দ্বিতীয়বার ফি কত?,card_correction_request_failed_query_regarding_repayment_fees,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।
সংশোধন আবেদন ক্যানসেল হলে পুনরায় করার সময় কত টাকা লাগবে?,card_correction_request_failed_query_regarding_repayment_fees,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।
সংশোধন আবেদন গ্রহণযোগ্য হয়নি; রি-অ্যাপ্লাই ফি কি দিতে হবে?,card_correction_request_failed_query_regarding_repayment_fees,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।
সংশোধন আবেদন বাতিল হওয়ার পর পুনরায় আবেদন করতে কি নতুন ফি দিতে হবে?,card_correction_request_failed_query_regarding_repayment_fees,প্রতিবার আবেদনের ক্ষেত্রে নির্ধারিত পরিমাণ ফি জমা দিতে হয়।
ক্ষতিগ্রস্ত কার্ডকে বদলিয়ে নতুন কার্ড নিতে কী করতে হয়?,card_damaged_how_to_get_new_card,এনআইডি নম্বর জানা থাকলে সরাসরি অনলাইনে আবেদন করুন।
আমার এনআইডির ডেটা ভুল; ফিক্স করতে কী করবো?,card_information_correction,চাহিত তথ্যের স্বপক্ষে দলিলাদি দাখিল পূর্বক অনলাইনে সংশোধনের আবেদনের জন্য ভিজিট করুন services.nidw.gov.bd/
এনআইডির কারেকশন অ্যাপ্লিকেশন কিভাবে সাবমিট করবো?,card_information_correction,চাহিত তথ্যের স্বপক্ষে দলিলাদি দাখিল পূর্বক অনলাইনে সংশোধনের আবেদনের জন্য ভিজিট করুন services.nidw.gov.bd/
এনআইডির ডিটেইলস ঠিক করতে অফিসিয়াল প্রক্রিয়া কী?,card_information_correction,চাহিত তথ্যের স্বপক্ষে দলিলাদি দাখিল পূর্বক অনলাইনে সংশোধনের আবেদনের জন্য ভিজিট করুন services.nidw.gov.bd/
এনআইডির তথ্য ভুল প্রুভ হলে কোথায় সংশোধন করব?,card_information_correction,চাহিত তথ্যের স্বপক্ষে দলিলাদি দাখিল পূর্বক অনলাইনে সংশোধনের আবেদনের জন্য ভিজিট করুন services.nidw.gov.bd/
কার্ডের তথ্য কিভাবে সংশোধন করা যায়?,card_information_correction,চাহিত তথ্যের স্বপক্ষে দলিলাদি দাখিল পূর্বক অনলাইনে সংশোধনের আবেদনের জন্য ভিজিট করুন services.nidw.gov.bd/
কার্ডের ভুল তথ্য পরিবর্তন বা ঠিক করার উপায় কি?,card_information_correction,চাহিত তথ্যের স্বপক্ষে দলিলাদি দাখিল পূর্বক অনলাইনে সংশোধনের আবেদনের জন্য ভিজিট করুন services.nidw.gov.bd/
জাতীয় পরিচয়পত্রে ত্রুটি থাকলে সংশোধনের ধাপ কী কী?,card_information_correction,চাহিত তথ্যের স্বপক্ষে দলিলাদি দাখিল পূর্বক অনলাইনে সংশোধনের আবেদনের জন্য ভিজিট করুন services.nidw.gov.bd/
