
╔════════════════════════════════════════════════════════════════════════════════════════════════╗
║                                    📊 TAG PREDICTION ANALYSIS                                   ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  Generated: 2026-01-27 15:27:04                                                                ║
║  Sorted by: Accuracy (lowest to highest)                                                       ║
║  Total predictions: 8720 | Right: 7988 | Wrong: 732 | Overall Accuracy: 91.61%                 ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  #   │                   Tag Name                    │  Right   │  Wrong   │  Total   │ Accuracy  ║
║   40 │ nid_misc_04                                   │       14 │        6 │       20 │   70.00% ~ ║
║   41 │ nid_probashi_eligibility_01                   │       14 │        6 │       20 │   70.00% ~ ║
║   42 │ nid_reissue_01                                │       14 │        6 │       20 │   70.00% ~ ║
║   43 │ voter_migration_done_now_what_to_do_for_rei.. │       14 │        6 │       20 │   70.00% ~ ║
║   44 │ help_service_key_points                       │       15 │        5 │       20 │   75.00% ~ ║
║   45 │ husband_name_previous_card                    │       15 │        5 │       20 │   75.00% ~ ║
║   46 │ login_after_registration                      │       15 │        5 │       20 │   75.00% ~ ║
║   47 │ nid_afis_01                                   │       15 │        5 │       20 │   75.00% ~ ║
║   48 │ nid_registration_age                          │       15 │        5 │       20 │   75.00% ~ ║
║   49 │ picture_done_but_lost_or_no_sms_slip          │       15 │        5 │       20 │   75.00% ~ ║
║   50 │ voter_slip_lost_how_to_get_nid                │       15 │        5 │       20 │   75.00% ~ ║
║   51 │ wrong_information_in_online_application_wha.. │       15 │        5 │       20 │   75.00% ~ ║
║   52 │ app_requirements_internet_gps_vpn             │       16 │        4 │       20 │   80.00% ~ ║
║   53 │ ballot_tracking_definition                    │       16 │        4 │       20 │   80.00% ~ ║
║   54 │ correction_application_current_status         │       16 │        4 │       20 │   80.00% ~ ║
║   55 │ face_verification_no_next_option              │       16 │        4 │       20 │   80.00% ~ ║
║   56 │ foreign_address_entry_tips                    │       16 │        4 │       20 │   80.00% ~ ║
║   57 │ nid_adjudication_pending                      │       16 │        4 │       20 │   80.00% ~ ║
║   58 │ nid_biometric_update_not_working_01           │       16 │        4 │       20 │   80.00% ~ ║
║   59 │ nid_correction_category_approver_05           │       16 │        4 │       20 │   80.00% ~ ║
║   60 │ nid_fee_09                                    │       16 │        4 │       20 │   80.00% ~ ║
║   61 │ nid_fingerprint_mismatch_sim_issue_01         │       16 │        4 │       20 │   80.00% ~ ║
║   62 │ nid_reissue_02                                │       16 │        4 │       20 │   80.00% ~ ║
║   63 │ no_android_phone                              │       16 │        4 │       20 │   80.00% ~ ║
║   64 │ online_apply                                  │       16 │        4 │       20 │   80.00% ~ ║
║   65 │ online_card_correction                        │       16 │        4 │       20 │   80.00% ~ ║
║   66 │ password_requirements                         │       16 │        4 │       20 │   80.00% ~ ║
║   67 │ pre_use_privacy_policy_read                   │       16 │        4 │       20 │   80.00% ~ ║
║   68 │ present_and_permanent_address_generic_new     │       16 │        4 │       20 │   80.00% ~ ║
║   69 │ voting_precautions                            │       16 │        4 │       20 │   80.00% ~ ║
║   70 │ when_to_seek_help                             │       16 │        4 │       20 │   80.00% ~ ║
║   71 │ account_locked                                │       17 │        3 │       20 │   85.00% ~ ║
║   72 │ address_change_card_download_process          │       17 │        3 │       20 │   85.00% ~ ║
║   73 │ ballot_tracking_steps                         │       17 │        3 │       20 │   85.00% ~ ║
║   74 │ card_correction_request_canceled_by_consume.. │       17 │        3 │       20 │   85.00% ~ ║
║   75 │ correction_fee_payment                        │       17 │        3 │       20 │   85.00% ~ ║
║   76 │ double_voter_registration_issue               │       17 │        3 │       20 │   85.00% ~ ║
║   77 │ foreign_resident_card_registration_query_co.. │       17 │        3 │       20 │   85.00% ~ ║
║   78 │ form_number_not_working                       │       17 │        3 │       20 │   85.00% ~ ║
║   79 │ liveness_check_avoid                          │       17 │        3 │       20 │   85.00% ~ ║
║   80 │ login_credentials_required                    │       17 │        3 │       20 │   85.00% ~ ║
║   81 │ new_voter_but_card_rejected                   │       17 │        3 │       20 │   85.00% ~ ║
║   82 │ new_voter_card_not_taken_has_form_no_can_no.. │       17 │        3 │       20 │   85.00% ~ ║
║   83 │ new_voter_fees                                │       17 │        3 │       20 │   85.00% ~ ║
║   84 │ nid_biometric_update_status_01                │       17 │        3 │       20 │   85.00% ~ ║
║   85 │ nid_correction_online_06                      │       17 │        3 │       20 │   85.00% ~ ║
║   86 │ nid_fee_06                                    │       17 │        3 │       20 │   85.00% ~ ║
║   87 │ nid_fee_wrong_nid_refund_01                   │       17 │        3 │       20 │   85.00% ~ ║
║   88 │ nid_probashi_registration_02                  │       17 │        3 │       20 │   85.00% ~ ║
║   89 │ nid_voter_area_transfer_01                    │       17 │        3 │       20 │   85.00% ~ ║
║   90 │ nid_wallet_download_iphone                    │       17 │        3 │       20 │   85.00% ~ ║
║   91 │ not_getting_smart_card_though_newer_voter_g.. │       17 │        3 │       20 │   85.00% ~ ║
║   92 │ otp_entry_screen                              │       17 │        3 │       20 │   85.00% ~ ║
║   93 │ password_character_requirements               │       17 │        3 │       20 │   85.00% ~ ║
║   94 │ photo_sms_but_not_in_upzila_other_when        │       17 │        3 │       20 │   85.00% ~ ║
║   95 │ post_submission_verification                  │       17 │        3 │       20 │   85.00% ~ ║
║   96 │ qr_scan_mandatory                             │       17 │        3 │       20 │   85.00% ~ ║
║   97 │ security_check_failed                         │       17 │        3 │       20 │   85.00% ~ ║
║   98 │ sem_app_info_09                               │       17 │        3 │       20 │   85.00% ~ ║
║   99 │ voter_card_damaged                            │       17 │        3 │       20 │   85.00% ~ ║
║  100 │ wrong_otp_registration                        │       17 │        3 │       20 │   85.00% ~ ║
║  101 │ wrongly_dead_declared                         │       17 │        3 │       20 │   85.00% ~ ║
║  102 │ account_locked_retrials                       │       18 │        2 │       20 │   90.00% ✓ ║
║  103 │ ballot_tracking_button_activation             │       18 │        2 │       20 │   90.00% ✓ ║
║  104 │ card_avail_after_address_change               │       18 │        2 │       20 │   90.00% ✓ ║
║  105 │ correction_slip_lost_can_get_card             │       18 │        2 │       20 │   90.00% ✓ ║
║  106 │ data_security_assurance                       │       18 │        2 │       20 │   90.00% ✓ ║
║  107 │ foreign_resident_card_picture_done__inquery.. │       18 │        2 │       20 │   90.00% ✓ ║
║  108 │ foreign_resident_card_registration_required.. │       18 │        2 │       20 │   90.00% ✓ ║
║  109 │ help_contact_location                         │       18 │        2 │       20 │   90.00% ✓ ║
║  110 │ how_to_apply_for_correction_in_online_portal  │       18 │        2 │       20 │   90.00% ✓ ║
║  111 │ incorrect_info_restart                        │       18 │        2 │       20 │   90.00% ✓ ║
║  112 │ login_page_not_opening                        │       18 │        2 │       20 │   90.00% ✓ ║
║  113 │ login_safety_precautions                      │       18 │        2 │       20 │   90.00% ✓ ║
║  114 │ logout_steps                                  │       18 │        2 │       20 │   90.00% ✓ ║
║  115 │ name_correction_in_nid_card                   │       18 │        2 │       20 │   90.00% ✓ ║
║  116 │ nid_address_update_08                         │       18 │        2 │       20 │   90.00% ✓ ║
║  117 │ nid_bribery_complaint_01                      │       18 │        2 │       20 │   90.00% ✓ ║
║  118 │ nid_correction_category_approver_01           │       18 │        2 │       20 │   90.00% ✓ ║
║  119 │ nid_correction_category_approver_02           │       18 │        2 │       20 │   90.00% ✓ ║
║  120 │ nid_correction_category_approver_03           │       18 │        2 │       20 │   90.00% ✓ ║
║  121 │ nid_correction_category_approver_04           │       18 │        2 │       20 │   90.00% ✓ ║
║  122 │ nid_correction_online_08                      │       18 │        2 │       20 │   90.00% ✓ ║
║  123 │ nid_probashi_registration_05                  │       18 │        2 │       20 │   90.00% ✓ ║
║  124 │ nid_reissue_03                                │       18 │        2 │       20 │   90.00% ✓ ║
║  125 │ no_husband_name_in_smart_card                 │       18 │        2 │       20 │   90.00% ✓ ║
║  126 │ notification_menu_contents                    │       18 │        2 │       20 │   90.00% ✓ ║
║  127 │ online_application_pending                    │       18 │        2 │       20 │   90.00% ✓ ║
║  128 │ online_portal_registration                    │       18 │        2 │       20 │   90.00% ✓ ║
║  129 │ parents_or_spouse_death_related_documents_t.. │       18 │        2 │       20 │   90.00% ✓ ║
║  130 │ photo_done_years_ago_but_no_card              │       18 │        2 │       20 │   90.00% ✓ ║
║  131 │ post_login_page_not_loading                   │       18 │        2 │       20 │   90.00% ✓ ║
║  132 │ preparation_before_app_use                    │       18 │        2 │       20 │   90.00% ✓ ║
║  133 │ profession_change                             │       18 │        2 │       20 │   90.00% ✓ ║
║  134 │ receipt_lost_how_to_get_new_card              │       18 │        2 │       20 │   90.00% ✓ ║
║  135 │ smart_card_distributed_in_my_area_but_my_ca.. │       18 │        2 │       20 │   90.00% ✓ ║
║  136 │ address_change_online_new                     │       19 │        1 │       20 │   95.00% ✓ ║
║  137 │ address_change_sms_to_mobile_how_many_days_.. │       19 │        1 │       20 │   95.00% ✓ ║
║  138 │ all_documents_correct_but_application_rejec.. │       19 │        1 │       20 │   95.00% ✓ ║
║  139 │ auto_logout_inactivity                        │       19 │        1 │       20 │   95.00% ✓ ║
║  140 │ ballot_marking_instructions                   │       19 │        1 │       20 │   95.00% ✓ ║
║  141 │ ballot_packing_instructions                   │       19 │        1 │       20 │   95.00% ✓ ║
║  142 │ card_reissue_fees                             │       19 │        1 │       20 │   95.00% ✓ ║
║  143 │ educational_qualification_correction          │       19 │        1 │       20 │   95.00% ✓ ║
║  144 │ foreign_resident_card_collection              │       19 │        1 │       20 │   95.00% ✓ ║
║  145 │ foreign_resident_card_registration_rejected   │       19 │        1 │       20 │   95.00% ✓ ║
║  146 │ login_after_logout                            │       19 │        1 │       20 │   95.00% ✓ ║
║  147 │ login_using_old_id_password                   │       19 │        1 │       20 │   95.00% ✓ ║
║  148 │ mobile_number_entry                           │       19 │        1 │       20 │   95.00% ✓ ║
║  149 │ multiple_marks_invalid_vote                   │       19 │        1 │       20 │   95.00% ✓ ║
║  150 │ new_voter_application_cancelled               │       19 │        1 │       20 │   95.00% ✓ ║
║  151 │ new_voter_card_getting_time                   │       19 │        1 │       20 │   95.00% ✓ ║
║  152 │ new_voter_got_normal_card_when_get_smart_card │       19 │        1 │       20 │   95.00% ✓ ║
║  153 │ new_voter_how_to_get_card                     │       19 │        1 │       20 │   95.00% ✓ ║
║  154 │ new_voter_registered_where_To_submit_the_do.. │       19 │        1 │       20 │   95.00% ✓ ║
║  155 │ new_voter_smart_card_how_to_get               │       19 │        1 │       20 │   95.00% ✓ ║
║  156 │ nid_address_update_01                         │       19 │        1 │       20 │   95.00% ✓ ║
║  157 │ nid_address_update_03                         │       19 │        1 │       20 │   95.00% ✓ ║
║  158 │ nid_biometric_update_status_02                │       19 │        1 │       20 │   95.00% ✓ ║
║  159 │ nid_correction_categories_01                  │       19 │        1 │       20 │   95.00% ✓ ║
║  160 │ nid_correction_category_approver_06           │       19 │        1 │       20 │   95.00% ✓ ║
║  161 │ nid_correction_online_02                      │       19 │        1 │       20 │   95.00% ✓ ║
║  162 │ nid_fee_07                                    │       19 │        1 │       20 │   95.00% ✓ ║
║  163 │ nid_information_misentry_correction_procedure │       19 │        1 │       20 │   95.00% ✓ ║
║  164 │ nid_match_found_verification_failed_how_to_.. │       19 │        1 │       20 │   95.00% ✓ ║
║  165 │ nid_misc_07                                   │       19 │        1 │       20 │   95.00% ✓ ║
║  166 │ nid_missing_finger_tax_issue_01               │       19 │        1 │       20 │   95.00% ✓ ║
║  167 │ nid_new_registration_04                       │       19 │        1 │       20 │   95.00% ✓ ║
║  168 │ nid_photo_guidelines                          │       19 │        1 │       20 │   95.00% ✓ ║
║  169 │ nid_probashi_correction_abroad_01             │       19 │        1 │       20 │   95.00% ✓ ║
║  170 │ nid_probashi_registration_03                  │       19 │        1 │       20 │   95.00% ✓ ║
║  171 │ nid_probashi_service_countries_01             │       19 │        1 │       20 │   95.00% ✓ ║
║  172 │ nid_required_for_registration                 │       19 │        1 │       20 │   95.00% ✓ ║
║  173 │ nid_verification_failed                       │       19 │        1 │       20 │   95.00% ✓ ║
║  174 │ nid_wallet_download                           │       19 │        1 │       20 │   95.00% ✓ ║
║  175 │ no_download_option_after_correction           │       19 │        1 │       20 │   95.00% ✓ ║
║  176 │ no_face_verification                          │       19 │        1 │       20 │   95.00% ✓ ║
║  177 │ nrb_application_status                        │       19 │        1 │       20 │   95.00% ✓ ║
║  178 │ online_new_voter_registration                 │       19 │        1 │       20 │   95.00% ✓ ║
║  179 │ parent_no_card_failed_to_be_voter             │       19 │        1 │       20 │   95.00% ✓ ║
║  180 │ parent_spouse_name_correct_or_add_document_.. │       19 │        1 │       20 │   95.00% ✓ ║
║  181 │ password_sharing_warning                      │       19 │        1 │       20 │   95.00% ✓ ║
║  182 │ permanent_address_change_process_duration     │       19 │        1 │       20 │   95.00% ✓ ║
║  183 │ photo_correction                              │       19 │        1 │       20 │   95.00% ✓ ║
║  184 │ photo_signature_change_application_not_appr.. │       19 │        1 │       20 │   95.00% ✓ ║
║  185 │ post_login_capabilities                       │       19 │        1 │       20 │   95.00% ✓ ║
║  186 │ privacy_policy_menu_location                  │       19 │        1 │       20 │   95.00% ✓ ║
║  187 │ problem_help_suggestion                       │       19 │        1 │       20 │   95.00% ✓ ║
║  188 │ process_requirements                          │       19 │        1 │       20 │   95.00% ✓ ║
║  189 │ qr_scan_button_activation                     │       19 │        1 │       20 │   95.00% ✓ ║
║  190 │ selfie_capture_guidelines                     │       19 │        1 │       20 │   95.00% ✓ ║
║  191 │ sem_app_info_06                               │       19 │        1 │       20 │   95.00% ✓ ║
║  192 │ sem_app_info_08                               │       19 │        1 │       20 │   95.00% ✓ ║
║  193 │ sem_app_info_12                               │       19 │        1 │       20 │   95.00% ✓ ║
║  194 │ smart_card_lost_reissue                       │       19 │        1 │       20 │   95.00% ✓ ║
║  195 │ smart_card_printing_status_sms_how            │       19 │        1 │       20 │   95.00% ✓ ║
║  196 │ updated_nid_after_correction                  │       19 │        1 │       20 │   95.00% ✓ ║
║  197 │ utility_bill_not_available_for_address_proof  │       19 │        1 │       20 │   95.00% ✓ ║
║  198 │ verification_completion_notification          │       19 │        1 │       20 │   95.00% ✓ ║
║  199 │ voter_area_change_not_reflected               │       19 │        1 │       20 │   95.00% ✓ ║
║  200 │ accepted_nid_types                            │       20 │        0 │       20 │  100.00% ✓ ║
║  201 │ account_locked_unlock_request                 │       20 │        0 │       20 │  100.00% ✓ ║
║  202 │ address_cahgne_but_no_post_office_or_office.. │       20 │        0 │       20 │  100.00% ✓ ║
║  203 │ address_change_counselor_chairperson_signat.. │       20 │        0 │       20 │  100.00% ✓ ║
║  204 │ after_success_login_button                    │       20 │        0 │       20 │  100.00% ✓ ║
║  205 │ app_download_sources                          │       20 │        0 │       20 │  100.00% ✓ ║
║  206 │ app_language_change                           │       20 │        0 │       20 │  100.00% ✓ ║
║  207 │ app_not_opening_troubleshoot                  │       20 │        0 │       20 │  100.00% ✓ ║
║  208 │ ballot_envelope_postage_free                  │       20 │        0 │       20 │  100.00% ✓ ║
║  209 │ ballot_envelope_submission                    │       20 │        0 │       20 │  100.00% ✓ ║
║  210 │ ballot_packet_contents                        │       20 │        0 │       20 │  100.00% ✓ ║
║  211 │ birth_certificate_and_ssc_certificate_diffe.. │       20 │        0 │       20 │  100.00% ✓ ║
║  212 │ birth_certificate_number_correct_or_add_doc.. │       20 │        0 │       20 │  100.00% ✓ ║
║  213 │ birth_date_no_proof_model                     │       20 │        0 │       20 │  100.00% ✓ ║
║  214 │ birthplace_correction_new                     │       20 │        0 │       20 │  100.00% ✓ ║
║  215 │ blood_group_correction                        │       20 │        0 │       20 │  100.00% ✓ ║
║  216 │ call_center_bengali_support                   │       20 │        0 │       20 │  100.00% ✓ ║
║  217 │ camera_issue_registration                     │       20 │        0 │       20 │  100.00% ✓ ║
║  218 │ card_correction_fees                          │       20 │        0 │       20 │  100.00% ✓ ║
║  219 │ card_correction_fees_payment_reference_nid_.. │       20 │        0 │       20 │  100.00% ✓ ║
║  220 │ card_correction_one_information_maximum_limit │       20 │        0 │       20 │  100.00% ✓ ║
║  221 │ cell_phone_number_correct_or_add_document_new │       20 │        0 │       20 │  100.00% ✓ ║
║  222 │ condition_for_foreign_voter                   │       20 │        0 │       20 │  100.00% ✓ ║
║  223 │ correction_applied_but_no_category            │       20 │        0 │       20 │  100.00% ✓ ║
║  224 │ correction_applied_more_correction_needed     │       20 │        0 │       20 │  100.00% ✓ ║
║  225 │ correction_fee_submitted_but_balance_zero     │       20 │        0 │       20 │  100.00% ✓ ║
║  226 │ correction_messages_but_no_update_in_card_n.. │       20 │        0 │       20 │  100.00% ✓ ║
║  227 │ dead_people_id_card_update                    │       20 │        0 │       20 │  100.00% ✓ ║
║  228 │ eight_hours_time_up                           │       20 │        0 │       20 │  100.00% ✓ ║
║  229 │ email_optional                                │       20 │        0 │       20 │  100.00% ✓ ║
║  230 │ faster_voter_registration                     │       20 │        0 │       20 │  100.00% ✓ ║
║  231 │ father_and_my_adress_different                │       20 │        0 │       20 │  100.00% ✓ ║
║  232 │ finderprint_adjudication_pending              │       20 │        0 │       20 │  100.00% ✓ ║
║  233 │ font_problem_in_new_voter_registration_form   │       20 │        0 │       20 │  100.00% ✓ ║
║  234 │ foreign_address_fields                        │       20 │        0 │       20 │  100.00% ✓ ║
║  235 │ foreign_resident_action_after_biometrics_new  │       20 │        0 │       20 │  100.00% ✓ ║
║  236 │ foreign_resident_card_picture_done_not_inqu.. │       20 │        0 │       20 │  100.00% ✓ ║
║  237 │ foreign_resident_card_registration_process    │       20 │        0 │       20 │  100.00% ✓ ║
║  238 │ foreign_resident_multiple_registration_new    │       20 │        0 │       20 │  100.00% ✓ ║
║  239 │ foreign_resident_nid_adjudication_pending     │       20 │        0 │       20 │  100.00% ✓ ║
║  240 │ foreign_resident_passport_expaired_card_reg.. │       20 │        0 │       20 │  100.00% ✓ ║
║  241 │ home_screen_usage                             │       20 │        0 │       20 │  100.00% ✓ ║
║  242 │ how_many_wife_name_can_be_added_in_nid_card   │       20 │        0 │       20 │  100.00% ✓ ║
║  243 │ how_to_complain_not_getting_help_from_elect.. │       20 │        0 │       20 │  100.00% ✓ ║
║  244 │ husband_talak_name_remove                     │       20 │        0 │       20 │  100.00% ✓ ║
║  245 │ information_correct_but_account_locked        │       20 │        0 │       20 │  100.00% ✓ ║
║  246 │ instant_card_correction_fee                   │       20 │        0 │       20 │  100.00% ✓ ║
║  247 │ instruction_following_tips                    │       20 │        0 │       20 │  100.00% ✓ ║
║  248 │ liveness_check_purpose                        │       20 │        0 │       20 │  100.00% ✓ ║
║  249 │ liveness_check_steps                          │       20 │        0 │       20 │  100.00% ✓ ║
║  250 │ location_service_required_reason              │       20 │        0 │       20 │  100.00% ✓ ║
║  251 │ logout_available                              │       20 │        0 │       20 │  100.00% ✓ ║
║  252 │ necessary_documents_to_modify_voter_area      │       20 │        0 │       20 │  100.00% ✓ ║
║  253 │ new_card_got_old_card_found_what_to_do        │       20 │        0 │       20 │  100.00% ✓ ║
║  254 │ new_voter_application_not_submitted_to_upaz.. │       20 │        0 │       20 │  100.00% ✓ ║
║  255 │ new_voter_can_not_download_card_with_form_n.. │       20 │        0 │       20 │  100.00% ✓ ║
║  256 │ new_voter_identifier_who                      │       20 │        0 │       20 │  100.00% ✓ ║
║  257 │ new_voter_pre_condition                       │       20 │        0 │       20 │  100.00% ✓ ║
║  258 │ nid_address_update_02                         │       20 │        0 │       20 │  100.00% ✓ ║
║  259 │ nid_address_update_04                         │       20 │        0 │       20 │  100.00% ✓ ║
║  260 │ nid_address_update_05                         │       20 │        0 │       20 │  100.00% ✓ ║
║  261 │ nid_address_update_06                         │       20 │        0 │       20 │  100.00% ✓ ║
║  262 │ nid_address_update_07                         │       20 │        0 │       20 │  100.00% ✓ ║
║  263 │ nid_address_update_09                         │       20 │        0 │       20 │  100.00% ✓ ║
║  264 │ nid_address_update_10                         │       20 │        0 │       20 │  100.00% ✓ ║
║  265 │ nid_address_update_11                         │       20 │        0 │       20 │  100.00% ✓ ║
║  266 │ nid_address_update_12                         │       20 │        0 │       20 │  100.00% ✓ ║
║  267 │ nid_address_update_13                         │       20 │        0 │       20 │  100.00% ✓ ║
║  268 │ nid_afis_02                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  269 │ nid_afis_03                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  270 │ nid_appeal_disposal_time_01                   │       20 │        0 │       20 │  100.00% ✓ ║
║  271 │ nid_application_rejection_notice_time_01      │       20 │        0 │       20 │  100.00% ✓ ║
║  272 │ nid_application_verification_time_01          │       20 │        0 │       20 │  100.00% ✓ ║
║  273 │ nid_biometric_update_status_03                │       20 │        0 │       20 │  100.00% ✓ ║
║  274 │ nid_card_validity_period_01                   │       20 │        0 │       20 │  100.00% ✓ ║
║  275 │ nid_correction_online_01                      │       20 │        0 │       20 │  100.00% ✓ ║
║  276 │ nid_correction_online_03                      │       20 │        0 │       20 │  100.00% ✓ ║
║  277 │ nid_correction_online_04                      │       20 │        0 │       20 │  100.00% ✓ ║
║  278 │ nid_correction_online_05                      │       20 │        0 │       20 │  100.00% ✓ ║
║  279 │ nid_correction_online_07                      │       20 │        0 │       20 │  100.00% ✓ ║
║  280 │ nid_data_supply_fee_01                        │       20 │        0 │       20 │  100.00% ✓ ║
║  281 │ nid_dual_citizenship_01                       │       20 │        0 │       20 │  100.00% ✓ ║
║  282 │ nid_dual_citizenship_02                       │       20 │        0 │       20 │  100.00% ✓ ║
║  283 │ nid_dual_citizenship_03                       │       20 │        0 │       20 │  100.00% ✓ ║
║  284 │ nid_fee_01                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  285 │ nid_fee_02                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  286 │ nid_fee_03                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  287 │ nid_fee_05                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  288 │ nid_fee_08                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  289 │ nid_fee_payment_channels_01                   │       20 │        0 │       20 │  100.00% ✓ ║
║  290 │ nid_fee_usage_status_01                       │       20 │        0 │       20 │  100.00% ✓ ║
║  291 │ nid_misc_01                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  292 │ nid_misc_02                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  293 │ nid_misc_03                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  294 │ nid_misc_05                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  295 │ nid_misc_06                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  296 │ nid_new_registration_01                       │       20 │        0 │       20 │  100.00% ✓ ║
║  297 │ nid_new_registration_02                       │       20 │        0 │       20 │  100.00% ✓ ║
║  298 │ nid_new_registration_03                       │       20 │        0 │       20 │  100.00% ✓ ║
║  299 │ nid_new_registration_05                       │       20 │        0 │       20 │  100.00% ✓ ║
║  300 │ nid_new_registration_06                       │       20 │        0 │       20 │  100.00% ✓ ║
║  301 │ nid_new_registration_07                       │       20 │        0 │       20 │  100.00% ✓ ║
║  302 │ nid_postal_vote_abroad_01                     │       20 │        0 │       20 │  100.00% ✓ ║
║  303 │ nid_probashi_address_requirement_01           │       20 │        0 │       20 │  100.00% ✓ ║
║  304 │ nid_probashi_application_rejected_01          │       20 │        0 │       20 │  100.00% ✓ ║
║  305 │ nid_probashi_application_rejected_02          │       20 │        0 │       20 │  100.00% ✓ ║
║  306 │ nid_probashi_approval_pending_01              │       20 │        0 │       20 │  100.00% ✓ ║
║  307 │ nid_probashi_approval_pending_02              │       20 │        0 │       20 │  100.00% ✓ ║
║  308 │ nid_probashi_biometric_status_01              │       20 │        0 │       20 │  100.00% ✓ ║
║  309 │ nid_probashi_biometric_status_02              │       20 │        0 │       20 │  100.00% ✓ ║
