
╔════════════════════════════════════════════════════════════════════════════════════════════════╗
║                                    📊 TAG PREDICTION ANALYSIS                                   ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  Generated: 2026-01-29 16:43:40                                                                ║
║  Sorted by: Accuracy (lowest to highest)                                                       ║
║  Total predictions: 8720 | Right: 8235 | Wrong: 485 | Overall Accuracy: 94.44%                 ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  #   │                   Tag Name                    │  Right   │  Wrong   │  Total   │ Accuracy  ║
║   19 │ card_information_correction                   │       14 │        6 │       20 │   70.00% ~ ║
║   20 │ card_lost_and_damaged_cost                    │       14 │        6 │       20 │   70.00% ~ ║
║   21 │ correction_application_current_status         │       14 │        6 │       20 │   70.00% ~ ║
║   22 │ forgot_password_flow                          │       14 │        6 │       20 │   70.00% ~ ║
║   23 │ new_nid_card_age                              │       14 │        6 │       20 │   70.00% ~ ║
║   24 │ nid_probashi_smart_card_06                    │       14 │        6 │       20 │   70.00% ~ ║
║   25 │ notification_screen_info                      │       14 │        6 │       20 │   70.00% ~ ║
║   26 │ post_registration_password_reset              │       14 │        6 │       20 │   70.00% ~ ║
║   27 │ voter_migration_done_now_what_to_do_for_rei.. │       14 │        6 │       20 │   70.00% ~ ║
║   28 │ card_lost_no_info_how_to_get_new              │       15 │        5 │       20 │   75.00% ~ ║
║   29 │ correction_application_rejected_need_new_fee  │       15 │        5 │       20 │   75.00% ~ ║
║   30 │ fingerprint_error_info_not_found              │       15 │        5 │       20 │   75.00% ~ ║
║   31 │ login_after_registration                      │       15 │        5 │       20 │   75.00% ~ ║
║   32 │ nid_biometric_update_not_working_01           │       15 │        5 │       20 │   75.00% ~ ║
║   33 │ nid_registration_age                          │       15 │        5 │       20 │   75.00% ~ ║
║   34 │ registration_start_button                     │       15 │        5 │       20 │   75.00% ~ ║
║   35 │ app_requirements_internet_gps_vpn             │       16 │        4 │       20 │   80.00% ~ ║
║   36 │ bkash_mfs_payment_process                     │       16 │        4 │       20 │   80.00% ~ ║
║   37 │ card_lost_new_card_fee                        │       16 │        4 │       20 │   80.00% ~ ║
║   38 │ face_verification_no_next_option              │       16 │        4 │       20 │   80.00% ~ ║
║   39 │ foreign_address_entry_tips                    │       16 │        4 │       20 │   80.00% ~ ║
║   40 │ husband_name_previous_card                    │       16 │        4 │       20 │   80.00% ~ ║
║   41 │ nid_fee_wrong_nid_refund_01                   │       16 │        4 │       20 │   80.00% ~ ║
║   42 │ online_card_correction                        │       16 │        4 │       20 │   80.00% ~ ║
║   43 │ password_character_requirements               │       16 │        4 │       20 │   80.00% ~ ║
║   44 │ selfie_capture_guidelines                     │       16 │        4 │       20 │   80.00% ~ ║
║   45 │ smart_card_collection_fees                    │       16 │        4 │       20 │   80.00% ~ ║
║   46 │ when_to_seek_help                             │       16 │        4 │       20 │   80.00% ~ ║
║   47 │ correction_application_status                 │       17 │        3 │       20 │   85.00% ~ ║
║   48 │ double_voter_registration_issue               │       17 │        3 │       20 │   85.00% ~ ║
║   49 │ login_safety_precautions                      │       17 │        3 │       20 │   85.00% ~ ║
║   50 │ new_voter_application_cancelled               │       17 │        3 │       20 │   85.00% ~ ║
║   51 │ nid_biometric_update_status_01                │       17 │        3 │       20 │   85.00% ~ ║
║   52 │ nid_correction_category_approver_07           │       17 │        3 │       20 │   85.00% ~ ║
║   53 │ nid_probashi_registration_02                  │       17 │        3 │       20 │   85.00% ~ ║
║   54 │ nid_wallet_download_iphone                    │       17 │        3 │       20 │   85.00% ~ ║
║   55 │ not_getting_smart_card_though_newer_voter_g.. │       17 │        3 │       20 │   85.00% ~ ║
║   56 │ notification_menu_contents                    │       17 │        3 │       20 │   85.00% ~ ║
║   57 │ password_requirements                         │       17 │        3 │       20 │   85.00% ~ ║
║   58 │ photo_sms_but_not_in_upzila_other_when        │       17 │        3 │       20 │   85.00% ~ ║
║   59 │ qr_scan_mandatory                             │       17 │        3 │       20 │   85.00% ~ ║
║   60 │ voter_slip_lost_how_to_get_nid                │       17 │        3 │       20 │   85.00% ~ ║
║   61 │ wish_to_create_nid_smart_card_new             │       17 │        3 │       20 │   85.00% ~ ║
║   62 │ wrongly_dead_declared                         │       17 │        3 │       20 │   85.00% ~ ║
║   63 │ account_locked_retrials                       │       18 │        2 │       20 │   90.00% ✓ ║
║   64 │ address_change_card_download_process          │       18 │        2 │       20 │   90.00% ✓ ║
║   65 │ card_correction_request_canceled_by_consume.. │       18 │        2 │       20 │   90.00% ✓ ║
║   66 │ correction_fee_payment                        │       18 │        2 │       20 │   90.00% ✓ ║
║   67 │ correction_slip_lost_can_get_card             │       18 │        2 │       20 │   90.00% ✓ ║
║   68 │ foreign_resident_card_registration_query_co.. │       18 │        2 │       20 │   90.00% ✓ ║
║   69 │ help_center_access                            │       18 │        2 │       20 │   90.00% ✓ ║
║   70 │ help_service_key_points                       │       18 │        2 │       20 │   90.00% ✓ ║
║   71 │ liveness_check_steps                          │       18 │        2 │       20 │   90.00% ✓ ║
║   72 │ nid_adjudication_pending                      │       18 │        2 │       20 │   90.00% ✓ ║
║   73 │ nid_correction_category_approver_03           │       18 │        2 │       20 │   90.00% ✓ ║
║   74 │ nid_correction_category_approver_04           │       18 │        2 │       20 │   90.00% ✓ ║
║   75 │ nid_correction_category_approver_05           │       18 │        2 │       20 │   90.00% ✓ ║
║   76 │ nid_correction_online_06                      │       18 │        2 │       20 │   90.00% ✓ ║
║   77 │ nid_fee_04                                    │       18 │        2 │       20 │   90.00% ✓ ║
║   78 │ nid_fee_06                                    │       18 │        2 │       20 │   90.00% ✓ ║
║   79 │ nid_fee_09                                    │       18 │        2 │       20 │   90.00% ✓ ║
║   80 │ nid_fingerprint_mismatch_sim_issue_01         │       18 │        2 │       20 │   90.00% ✓ ║
║   81 │ nid_information_misentry_correction_procedure │       18 │        2 │       20 │   90.00% ✓ ║
║   82 │ nid_misc_04                                   │       18 │        2 │       20 │   90.00% ✓ ║
║   83 │ no_husband_name_in_smart_card                 │       18 │        2 │       20 │   90.00% ✓ ║
║   84 │ otp_entry_screen                              │       18 │        2 │       20 │   90.00% ✓ ║
║   85 │ parents_or_spouse_death_related_documents_t.. │       18 │        2 │       20 │   90.00% ✓ ║
║   86 │ photo_done_years_ago_but_no_card              │       18 │        2 │       20 │   90.00% ✓ ║
║   87 │ picture_done_but_lost_or_no_sms_slip          │       18 │        2 │       20 │   90.00% ✓ ║
║   88 │ post_login_page_not_loading                   │       18 │        2 │       20 │   90.00% ✓ ║
║   89 │ pre_use_privacy_policy_read                   │       18 │        2 │       20 │   90.00% ✓ ║
║   90 │ security_check_failed                         │       18 │        2 │       20 │   90.00% ✓ ║
║   91 │ smart_card_lost_reissue                       │       18 │        2 │       20 │   90.00% ✓ ║
║   92 │ smart_card_status                             │       18 │        2 │       20 │   90.00% ✓ ║
║   93 │ voter_card_damaged                            │       18 │        2 │       20 │   90.00% ✓ ║
║   94 │ voting_precautions                            │       18 │        2 │       20 │   90.00% ✓ ║
║   95 │ wrong_otp_registration                        │       18 │        2 │       20 │   90.00% ✓ ║
║   96 │ account_locked                                │       19 │        1 │       20 │   95.00% ✓ ║
║   97 │ address_change_sms_to_mobile_how_many_days_.. │       19 │        1 │       20 │   95.00% ✓ ║
║   98 │ after_success_login_button                    │       19 │        1 │       20 │   95.00% ✓ ║
║   99 │ all_documents_correct_but_application_rejec.. │       19 │        1 │       20 │   95.00% ✓ ║
║  100 │ auto_logout_inactivity                        │       19 │        1 │       20 │   95.00% ✓ ║
║  101 │ ballot_packing_instructions                   │       19 │        1 │       20 │   95.00% ✓ ║
║  102 │ ballot_tracking_definition                    │       19 │        1 │       20 │   95.00% ✓ ║
║  103 │ card_avail_after_address_change               │       19 │        1 │       20 │   95.00% ✓ ║
║  104 │ data_security_assurance                       │       19 │        1 │       20 │   95.00% ✓ ║
║  105 │ foreign_resident_card_picture_done__inquery.. │       19 │        1 │       20 │   95.00% ✓ ║
║  106 │ form_number_not_working                       │       19 │        1 │       20 │   95.00% ✓ ║
║  107 │ help_center_definition                        │       19 │        1 │       20 │   95.00% ✓ ║
║  108 │ help_contact_location                         │       19 │        1 │       20 │   95.00% ✓ ║
║  109 │ how_to_apply_for_correction_in_online_portal  │       19 │        1 │       20 │   95.00% ✓ ║
║  110 │ incorrect_info_restart                        │       19 │        1 │       20 │   95.00% ✓ ║
║  111 │ location_service_required_reason              │       19 │        1 │       20 │   95.00% ✓ ║
║  112 │ mobile_number_entry                           │       19 │        1 │       20 │   95.00% ✓ ║
║  113 │ name_correction_in_nid_card                   │       19 │        1 │       20 │   95.00% ✓ ║
║  114 │ new_voter_application_not_submitted_to_upaz.. │       19 │        1 │       20 │   95.00% ✓ ║
║  115 │ new_voter_but_card_rejected                   │       19 │        1 │       20 │   95.00% ✓ ║
║  116 │ new_voter_card_getting_time                   │       19 │        1 │       20 │   95.00% ✓ ║
║  117 │ new_voter_got_normal_card_when_get_smart_card │       19 │        1 │       20 │   95.00% ✓ ║
║  118 │ new_voter_registered_where_To_submit_the_do.. │       19 │        1 │       20 │   95.00% ✓ ║
║  119 │ nid_address_update_08                         │       19 │        1 │       20 │   95.00% ✓ ║
║  120 │ nid_correction_categories_01                  │       19 │        1 │       20 │   95.00% ✓ ║
║  121 │ nid_correction_category_approver_01           │       19 │        1 │       20 │   95.00% ✓ ║
║  122 │ nid_correction_category_approver_02           │       19 │        1 │       20 │   95.00% ✓ ║
║  123 │ nid_correction_category_approver_06           │       19 │        1 │       20 │   95.00% ✓ ║
║  124 │ nid_correction_online_02                      │       19 │        1 │       20 │   95.00% ✓ ║
║  125 │ nid_correction_online_08                      │       19 │        1 │       20 │   95.00% ✓ ║
║  126 │ nid_fee_07                                    │       19 │        1 │       20 │   95.00% ✓ ║
║  127 │ nid_misc_07                                   │       19 │        1 │       20 │   95.00% ✓ ║
║  128 │ nid_new_registration_04                       │       19 │        1 │       20 │   95.00% ✓ ║
║  129 │ nid_photo_guidelines                          │       19 │        1 │       20 │   95.00% ✓ ║
║  130 │ nid_postal_vote_abroad_01                     │       19 │        1 │       20 │   95.00% ✓ ║
║  131 │ nid_probashi_address_requirement_01           │       19 │        1 │       20 │   95.00% ✓ ║
║  132 │ nid_probashi_eligibility_01                   │       19 │        1 │       20 │   95.00% ✓ ║
║  133 │ nid_probashi_registration_03                  │       19 │        1 │       20 │   95.00% ✓ ║
║  134 │ nid_probashi_smart_card_01                    │       19 │        1 │       20 │   95.00% ✓ ║
║  135 │ nid_probashi_smart_card_08                    │       19 │        1 │       20 │   95.00% ✓ ║
║  136 │ nid_reissue_01                                │       19 │        1 │       20 │   95.00% ✓ ║
║  137 │ nid_reissue_03                                │       19 │        1 │       20 │   95.00% ✓ ║
║  138 │ nid_required_for_registration                 │       19 │        1 │       20 │   95.00% ✓ ║
║  139 │ nid_verification_failed                       │       19 │        1 │       20 │   95.00% ✓ ║
║  140 │ nid_vote_without_card_01                      │       19 │        1 │       20 │   95.00% ✓ ║
║  141 │ nid_voter_area_transfer_01                    │       19 │        1 │       20 │   95.00% ✓ ║
║  142 │ nid_wallet_download                           │       19 │        1 │       20 │   95.00% ✓ ║
║  143 │ no_android_phone                              │       19 │        1 │       20 │   95.00% ✓ ║
║  144 │ online_application_pending                    │       19 │        1 │       20 │   95.00% ✓ ║
║  145 │ online_apply                                  │       19 │        1 │       20 │   95.00% ✓ ║
║  146 │ online_portal_registration                    │       19 │        1 │       20 │   95.00% ✓ ║
║  147 │ parent_spouse_name_correct_or_add_document_.. │       19 │        1 │       20 │   95.00% ✓ ║
║  148 │ password_change_frequency                     │       19 │        1 │       20 │   95.00% ✓ ║
║  149 │ password_reset_required_info                  │       19 │        1 │       20 │   95.00% ✓ ║
║  150 │ password_sharing_warning                      │       19 │        1 │       20 │   95.00% ✓ ║
║  151 │ photo_correction                              │       19 │        1 │       20 │   95.00% ✓ ║
║  152 │ photo_signature_change_application_not_appr.. │       19 │        1 │       20 │   95.00% ✓ ║
║  153 │ post_submission_verification                  │       19 │        1 │       20 │   95.00% ✓ ║
║  154 │ preparation_before_app_use                    │       19 │        1 │       20 │   95.00% ✓ ║
║  155 │ previous_information_in_downloaded_card_aft.. │       19 │        1 │       20 │   95.00% ✓ ║
║  156 │ problem_help_suggestion                       │       19 │        1 │       20 │   95.00% ✓ ║
║  157 │ qr_scan_instructions                          │       19 │        1 │       20 │   95.00% ✓ ║
║  158 │ registration_start_country_select             │       19 │        1 │       20 │   95.00% ✓ ║
║  159 │ reigister_as_new_voter_but_birth_registrati.. │       19 │        1 │       20 │   95.00% ✓ ║
║  160 │ relogin_credentials_required                  │       19 │        1 │       20 │   95.00% ✓ ║
║  161 │ sem_app_info_08                               │       19 │        1 │       20 │   95.00% ✓ ║
║  162 │ sem_app_info_09                               │       19 │        1 │       20 │   95.00% ✓ ║
║  163 │ smart_card_distributed_in_my_area_but_my_ca.. │       19 │        1 │       20 │   95.00% ✓ ║
║  164 │ smart_card_printing_status_sms_how            │       19 │        1 │       20 │   95.00% ✓ ║
║  165 │ verification_completion_notification          │       19 │        1 │       20 │   95.00% ✓ ║
║  166 │ video_tutorial_why                            │       19 │        1 │       20 │   95.00% ✓ ║
║  167 │ voter_halnagad_registration_not_done          │       19 │        1 │       20 │   95.00% ✓ ║
║  168 │ wrong_information_in_online_application_wha.. │       19 │        1 │       20 │   95.00% ✓ ║
║  169 │ accepted_nid_types                            │       20 │        0 │       20 │  100.00% ✓ ║
║  170 │ account_locked_unlock_request                 │       20 │        0 │       20 │  100.00% ✓ ║
║  171 │ address_cahgne_but_no_post_office_or_office.. │       20 │        0 │       20 │  100.00% ✓ ║
║  172 │ address_change_counselor_chairperson_signat.. │       20 │        0 │       20 │  100.00% ✓ ║
║  173 │ address_change_online_new                     │       20 │        0 │       20 │  100.00% ✓ ║
║  174 │ app_download_sources                          │       20 │        0 │       20 │  100.00% ✓ ║
║  175 │ app_language_change                           │       20 │        0 │       20 │  100.00% ✓ ║
║  176 │ app_not_opening_troubleshoot                  │       20 │        0 │       20 │  100.00% ✓ ║
║  177 │ ballot_envelope_postage_free                  │       20 │        0 │       20 │  100.00% ✓ ║
║  178 │ ballot_envelope_submission                    │       20 │        0 │       20 │  100.00% ✓ ║
║  179 │ ballot_marking_instructions                   │       20 │        0 │       20 │  100.00% ✓ ║
║  180 │ ballot_packet_contents                        │       20 │        0 │       20 │  100.00% ✓ ║
║  181 │ ballot_tracking_button_activation             │       20 │        0 │       20 │  100.00% ✓ ║
║  182 │ ballot_tracking_steps                         │       20 │        0 │       20 │  100.00% ✓ ║
║  183 │ birth_certificate_and_ssc_certificate_diffe.. │       20 │        0 │       20 │  100.00% ✓ ║
║  184 │ birth_certificate_number_correct_or_add_doc.. │       20 │        0 │       20 │  100.00% ✓ ║
║  185 │ birth_date_no_proof_model                     │       20 │        0 │       20 │  100.00% ✓ ║
║  186 │ birthplace_correction_new                     │       20 │        0 │       20 │  100.00% ✓ ║
║  187 │ blood_group_correction                        │       20 │        0 │       20 │  100.00% ✓ ║
║  188 │ call_center_bengali_support                   │       20 │        0 │       20 │  100.00% ✓ ║
║  189 │ camera_issue_registration                     │       20 │        0 │       20 │  100.00% ✓ ║
║  190 │ card_correction_fees                          │       20 │        0 │       20 │  100.00% ✓ ║
║  191 │ card_correction_fees_payment_reference_nid_.. │       20 │        0 │       20 │  100.00% ✓ ║
║  192 │ card_correction_one_information_maximum_limit │       20 │        0 │       20 │  100.00% ✓ ║
║  193 │ card_reissue_fees                             │       20 │        0 │       20 │  100.00% ✓ ║
║  194 │ cell_phone_number_correct_or_add_document_new │       20 │        0 │       20 │  100.00% ✓ ║
║  195 │ condition_for_foreign_voter                   │       20 │        0 │       20 │  100.00% ✓ ║
║  196 │ correction_applied_but_no_category            │       20 │        0 │       20 │  100.00% ✓ ║
║  197 │ correction_applied_more_correction_needed     │       20 │        0 │       20 │  100.00% ✓ ║
║  198 │ correction_fee_submitted_but_balance_zero     │       20 │        0 │       20 │  100.00% ✓ ║
║  199 │ correction_messages_but_no_update_in_card_n.. │       20 │        0 │       20 │  100.00% ✓ ║
║  200 │ dead_people_id_card_update                    │       20 │        0 │       20 │  100.00% ✓ ║
║  201 │ educational_qualification_correction          │       20 │        0 │       20 │  100.00% ✓ ║
║  202 │ eight_hours_time_up                           │       20 │        0 │       20 │  100.00% ✓ ║
║  203 │ email_optional                                │       20 │        0 │       20 │  100.00% ✓ ║
║  204 │ faster_voter_registration                     │       20 │        0 │       20 │  100.00% ✓ ║
║  205 │ father_and_my_adress_different                │       20 │        0 │       20 │  100.00% ✓ ║
║  206 │ finderprint_adjudication_pending              │       20 │        0 │       20 │  100.00% ✓ ║
║  207 │ font_problem_in_new_voter_registration_form   │       20 │        0 │       20 │  100.00% ✓ ║
║  208 │ foreign_address_fields                        │       20 │        0 │       20 │  100.00% ✓ ║
║  209 │ foreign_resident_action_after_biometrics_new  │       20 │        0 │       20 │  100.00% ✓ ║
║  210 │ foreign_resident_card_collection              │       20 │        0 │       20 │  100.00% ✓ ║
║  211 │ foreign_resident_card_picture_done_not_inqu.. │       20 │        0 │       20 │  100.00% ✓ ║
║  212 │ foreign_resident_card_registration_process    │       20 │        0 │       20 │  100.00% ✓ ║
║  213 │ foreign_resident_card_registration_rejected   │       20 │        0 │       20 │  100.00% ✓ ║
║  214 │ foreign_resident_card_registration_required.. │       20 │        0 │       20 │  100.00% ✓ ║
║  215 │ foreign_resident_multiple_registration_new    │       20 │        0 │       20 │  100.00% ✓ ║
║  216 │ foreign_resident_nid_adjudication_pending     │       20 │        0 │       20 │  100.00% ✓ ║
║  217 │ foreign_resident_passport_expaired_card_reg.. │       20 │        0 │       20 │  100.00% ✓ ║
║  218 │ home_screen_usage                             │       20 │        0 │       20 │  100.00% ✓ ║
║  219 │ how_many_wife_name_can_be_added_in_nid_card   │       20 │        0 │       20 │  100.00% ✓ ║
║  220 │ how_to_complain_not_getting_help_from_elect.. │       20 │        0 │       20 │  100.00% ✓ ║
║  221 │ husband_talak_name_remove                     │       20 │        0 │       20 │  100.00% ✓ ║
║  222 │ information_correct_but_account_locked        │       20 │        0 │       20 │  100.00% ✓ ║
║  223 │ instant_card_correction_fee                   │       20 │        0 │       20 │  100.00% ✓ ║
║  224 │ instruction_following_tips                    │       20 │        0 │       20 │  100.00% ✓ ║
║  225 │ liveness_check_avoid                          │       20 │        0 │       20 │  100.00% ✓ ║
║  226 │ liveness_check_purpose                        │       20 │        0 │       20 │  100.00% ✓ ║
║  227 │ login_after_logout                            │       20 │        0 │       20 │  100.00% ✓ ║
║  228 │ login_credentials_required                    │       20 │        0 │       20 │  100.00% ✓ ║
║  229 │ login_page_not_opening                        │       20 │        0 │       20 │  100.00% ✓ ║
║  230 │ login_using_old_id_password                   │       20 │        0 │       20 │  100.00% ✓ ║
║  231 │ logout_available                              │       20 │        0 │       20 │  100.00% ✓ ║
║  232 │ logout_steps                                  │       20 │        0 │       20 │  100.00% ✓ ║
║  233 │ multiple_marks_invalid_vote                   │       20 │        0 │       20 │  100.00% ✓ ║
║  234 │ necessary_documents_to_modify_voter_area      │       20 │        0 │       20 │  100.00% ✓ ║
║  235 │ new_card_got_old_card_found_what_to_do        │       20 │        0 │       20 │  100.00% ✓ ║
║  236 │ new_voter_can_not_download_card_with_form_n.. │       20 │        0 │       20 │  100.00% ✓ ║
║  237 │ new_voter_card_not_taken_has_form_no_can_no.. │       20 │        0 │       20 │  100.00% ✓ ║
║  238 │ new_voter_fees                                │       20 │        0 │       20 │  100.00% ✓ ║
║  239 │ new_voter_how_to_get_card                     │       20 │        0 │       20 │  100.00% ✓ ║
║  240 │ new_voter_identifier_who                      │       20 │        0 │       20 │  100.00% ✓ ║
║  241 │ new_voter_no_messages_from_upzila_or_thana    │       20 │        0 │       20 │  100.00% ✓ ║
║  242 │ new_voter_pre_condition                       │       20 │        0 │       20 │  100.00% ✓ ║
║  243 │ new_voter_smart_card_how_to_get               │       20 │        0 │       20 │  100.00% ✓ ║
║  244 │ nid_address_update_01                         │       20 │        0 │       20 │  100.00% ✓ ║
║  245 │ nid_address_update_02                         │       20 │        0 │       20 │  100.00% ✓ ║
║  246 │ nid_address_update_03                         │       20 │        0 │       20 │  100.00% ✓ ║
║  247 │ nid_address_update_04                         │       20 │        0 │       20 │  100.00% ✓ ║
║  248 │ nid_address_update_05                         │       20 │        0 │       20 │  100.00% ✓ ║
║  249 │ nid_address_update_06                         │       20 │        0 │       20 │  100.00% ✓ ║
║  250 │ nid_address_update_07                         │       20 │        0 │       20 │  100.00% ✓ ║
║  251 │ nid_address_update_09                         │       20 │        0 │       20 │  100.00% ✓ ║
║  252 │ nid_address_update_10                         │       20 │        0 │       20 │  100.00% ✓ ║
║  253 │ nid_address_update_11                         │       20 │        0 │       20 │  100.00% ✓ ║
║  254 │ nid_address_update_12                         │       20 │        0 │       20 │  100.00% ✓ ║
║  255 │ nid_address_update_13                         │       20 │        0 │       20 │  100.00% ✓ ║
║  256 │ nid_afis_02                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  257 │ nid_afis_03                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  258 │ nid_appeal_disposal_time_01                   │       20 │        0 │       20 │  100.00% ✓ ║
║  259 │ nid_application_rejection_notice_time_01      │       20 │        0 │       20 │  100.00% ✓ ║
║  260 │ nid_application_verification_time_01          │       20 │        0 │       20 │  100.00% ✓ ║
║  261 │ nid_biometric_update_status_02                │       20 │        0 │       20 │  100.00% ✓ ║
║  262 │ nid_biometric_update_status_03                │       20 │        0 │       20 │  100.00% ✓ ║
║  263 │ nid_bribery_complaint_01                      │       20 │        0 │       20 │  100.00% ✓ ║
║  264 │ nid_card_validity_period_01                   │       20 │        0 │       20 │  100.00% ✓ ║
║  265 │ nid_correction_online_01                      │       20 │        0 │       20 │  100.00% ✓ ║
║  266 │ nid_correction_online_03                      │       20 │        0 │       20 │  100.00% ✓ ║
║  267 │ nid_correction_online_04                      │       20 │        0 │       20 │  100.00% ✓ ║
║  268 │ nid_correction_online_05                      │       20 │        0 │       20 │  100.00% ✓ ║
║  269 │ nid_correction_online_07                      │       20 │        0 │       20 │  100.00% ✓ ║
║  270 │ nid_data_supply_fee_01                        │       20 │        0 │       20 │  100.00% ✓ ║
║  271 │ nid_dual_citizenship_01                       │       20 │        0 │       20 │  100.00% ✓ ║
║  272 │ nid_dual_citizenship_02                       │       20 │        0 │       20 │  100.00% ✓ ║
║  273 │ nid_dual_citizenship_03                       │       20 │        0 │       20 │  100.00% ✓ ║
║  274 │ nid_fee_01                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  275 │ nid_fee_02                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  276 │ nid_fee_03                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  277 │ nid_fee_05                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  278 │ nid_fee_08                                    │       20 │        0 │       20 │  100.00% ✓ ║
║  279 │ nid_fee_payment_channels_01                   │       20 │        0 │       20 │  100.00% ✓ ║
║  280 │ nid_fee_usage_status_01                       │       20 │        0 │       20 │  100.00% ✓ ║
║  281 │ nid_match_found_verification_failed_how_to_.. │       20 │        0 │       20 │  100.00% ✓ ║
║  282 │ nid_misc_01                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  283 │ nid_misc_02                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  284 │ nid_misc_03                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  285 │ nid_misc_05                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  286 │ nid_misc_06                                   │       20 │        0 │       20 │  100.00% ✓ ║
║  287 │ nid_missing_finger_tax_issue_01               │       20 │        0 │       20 │  100.00% ✓ ║
║  288 │ nid_new_registration_01                       │       20 │        0 │       20 │  100.00% ✓ ║
║  289 │ nid_new_registration_02                       │       20 │        0 │       20 │  100.00% ✓ ║
║  290 │ nid_new_registration_03                       │       20 │        0 │       20 │  100.00% ✓ ║
║  291 │ nid_new_registration_05                       │       20 │        0 │       20 │  100.00% ✓ ║
║  292 │ nid_new_registration_06                       │       20 │        0 │       20 │  100.00% ✓ ║
║  293 │ nid_new_registration_07                       │       20 │        0 │       20 │  100.00% ✓ ║
║  294 │ nid_probashi_application_rejected_01          │       20 │        0 │       20 │  100.00% ✓ ║
║  295 │ nid_probashi_application_rejected_02          │       20 │        0 │       20 │  100.00% ✓ ║
║  296 │ nid_probashi_approval_pending_01              │       20 │        0 │       20 │  100.00% ✓ ║
║  297 │ nid_probashi_approval_pending_02              │       20 │        0 │       20 │  100.00% ✓ ║
║  298 │ nid_probashi_biometric_status_01              │       20 │        0 │       20 │  100.00% ✓ ║
║  299 │ nid_probashi_biometric_status_02              │       20 │        0 │       20 │  100.00% ✓ ║
║  300 │ nid_probashi_biometric_status_03              │       20 │        0 │       20 │  100.00% ✓ ║
║  301 │ nid_probashi_biometric_status_04              │       20 │        0 │       20 │  100.00% ✓ ║
║  302 │ nid_probashi_biometric_status_05              │       20 │        0 │       20 │  100.00% ✓ ║
║  303 │ nid_probashi_correction_abroad_01             │       20 │        0 │       20 │  100.00% ✓ ║
║  304 │ nid_probashi_registration_01                  │       20 │        0 │       20 │  100.00% ✓ ║
║  305 │ nid_probashi_registration_05                  │       20 │        0 │       20 │  100.00% ✓ ║
║  306 │ nid_probashi_registration_06                  │       20 │        0 │       20 │  100.00% ✓ ║
║  307 │ nid_probashi_registration_07                  │       20 │        0 │       20 │  100.00% ✓ ║
║  308 │ nid_probashi_service_countries_01             │       20 │        0 │       20 │  100.00% ✓ ║
