
╔════════════════════════════════════════════════════════════════════════════════════════════════╗
║                                    📊 TAG PREDICTION ANALYSIS                                   ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  Generated: 2026-01-27 14:35:05                                                                ║
║  Sorted by: Accuracy (lowest to highest)                                                       ║
║  Total predictions: 8720 | Right: 7789 | Wrong: 931 | Overall Accuracy: 89.32%                 ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  #   │                   Tag Name                    │  Right   │  Wrong   │  Total   │ Accuracy  ║
║   40 │ online_apply                                  │       13 │        7 │       20 │   65.00% ✗ ║
║   41 │ password_character_requirements               │       13 │        7 │       20 │   65.00% ✗ ║
║   42 │ password_requirements                         │       13 │        7 │       20 │   65.00% ✗ ║
║   43 │ photo_sms_but_not_in_upzila_other_when        │       13 │        7 │       20 │   65.00% ✗ ║
║   44 │ picture_done_but_lost_or_no_sms_slip          │       13 │        7 │       20 │   65.00% ✗ ║
║   45 │ bkash_mfs_payment_process                     │       14 │        6 │       20 │   70.00% ~ ║
║   46 │ card_avail_after_address_change               │       14 │        6 │       20 │   70.00% ~ ║
║   47 │ card_correction_request_failed_query_regard.. │       14 │        6 │       20 │   70.00% ~ ║
║   48 │ card_lost_no_info_how_to_get_new              │       14 │        6 │       20 │   70.00% ~ ║
║   49 │ fingerprint_error_info_not_found              │       14 │        6 │       20 │   70.00% ~ ║
║   50 │ login_after_registration                      │       14 │        6 │       20 │   70.00% ~ ║
║   51 │ new_voter_application_cancelled               │       14 │        6 │       20 │   70.00% ~ ║
║   52 │ new_voter_registered_where_To_submit_the_do.. │       14 │        6 │       20 │   70.00% ~ ║
║   53 │ new_voter_smart_card_how_to_get               │       14 │        6 │       20 │   70.00% ~ ║
║   54 │ nid_adjudication_pending                      │       14 │        6 │       20 │   70.00% ~ ║
║   55 │ post_registration_password_reset              │       14 │        6 │       20 │   70.00% ~ ║
║   56 │ smart_card_status                             │       14 │        6 │       20 │   70.00% ~ ║
║   57 │ ballot_tracking_definition                    │       15 │        5 │       20 │   75.00% ~ ║
║   58 │ new_voter_apply_online_what_documents_needed  │       15 │        5 │       20 │   75.00% ~ ║
║   59 │ nid_biometric_update_status_01                │       15 │        5 │       20 │   75.00% ~ ║
║   60 │ nid_correction_category_approver_05           │       15 │        5 │       20 │   75.00% ~ ║
║   61 │ nid_fee_wrong_nid_refund_01                   │       15 │        5 │       20 │   75.00% ~ ║
║   62 │ nid_probashi_approval_pending_02              │       15 │        5 │       20 │   75.00% ~ ║
║   63 │ nid_registration_age                          │       15 │        5 │       20 │   75.00% ~ ║
║   64 │ nid_reissue_02                                │       15 │        5 │       20 │   75.00% ~ ║
║   65 │ online_application_pending                    │       15 │        5 │       20 │   75.00% ~ ║
║   66 │ profession_change                             │       15 │        5 │       20 │   75.00% ~ ║
║   67 │ reigister_as_new_voter_but_birth_registrati.. │       15 │        5 │       20 │   75.00% ~ ║
║   68 │ security_check_failed                         │       15 │        5 │       20 │   75.00% ~ ║
║   69 │ smart_card_collect_by_other                   │       15 │        5 │       20 │   75.00% ~ ║
║   70 │ voting_precautions                            │       15 │        5 │       20 │   75.00% ~ ║
║   71 │ when_to_seek_help                             │       15 │        5 │       20 │   75.00% ~ ║
║   72 │ wrong_information_in_online_application_wha.. │       15 │        5 │       20 │   75.00% ~ ║
║   73 │ account_locked_retrials                       │       16 │        4 │       20 │   80.00% ~ ║
║   74 │ app_requirements_internet_gps_vpn             │       16 │        4 │       20 │   80.00% ~ ║
║   75 │ card_correction_request_canceled_by_consume.. │       16 │        4 │       20 │   80.00% ~ ║
║   76 │ card_lost_new_card_fee                        │       16 │        4 │       20 │   80.00% ~ ║
║   77 │ correction_fee_payment                        │       16 │        4 │       20 │   80.00% ~ ║
║   78 │ husband_name_previous_card                    │       16 │        4 │       20 │   80.00% ~ ║
║   79 │ logout_available                              │       16 │        4 │       20 │   80.00% ~ ║
║   80 │ name_correction_in_nid_card                   │       16 │        4 │       20 │   80.00% ~ ║
║   81 │ new_voter_but_card_rejected                   │       16 │        4 │       20 │   80.00% ~ ║
║   82 │ new_voter_card_getting_time                   │       16 │        4 │       20 │   80.00% ~ ║
║   83 │ new_voter_no_messages_from_upzila_or_thana    │       16 │        4 │       20 │   80.00% ~ ║
║   84 │ nid_address_update_09                         │       16 │        4 │       20 │   80.00% ~ ║
║   85 │ nid_afis_02                                   │       16 │        4 │       20 │   80.00% ~ ║
║   86 │ nid_fee_09                                    │       16 │        4 │       20 │   80.00% ~ ║
║   87 │ nid_probashi_registration_02                  │       16 │        4 │       20 │   80.00% ~ ║
║   88 │ nid_probashi_smart_card_09                    │       16 │        4 │       20 │   80.00% ~ ║
║   89 │ nrb_application_status                        │       16 │        4 │       20 │   80.00% ~ ║
║   90 │ parents_name_correction_new                   │       16 │        4 │       20 │   80.00% ~ ║
║   91 │ parents_or_spouse_death_related_documents_t.. │       16 │        4 │       20 │   80.00% ~ ║
║   92 │ photo_correction                              │       16 │        4 │       20 │   80.00% ~ ║
║   93 │ post_login_page_not_loading                   │       16 │        4 │       20 │   80.00% ~ ║
║   94 │ previous_information_in_downloaded_card_aft.. │       16 │        4 │       20 │   80.00% ~ ║
║   95 │ smart_card_printing_status_sms_how            │       16 │        4 │       20 │   80.00% ~ ║
║   96 │ tracking_status_meaning                       │       16 │        4 │       20 │   80.00% ~ ║
║   97 │ voter_slip_lost_how_to_get_nid                │       16 │        4 │       20 │   80.00% ~ ║
║   98 │ account_locked                                │       17 │        3 │       20 │   85.00% ~ ║
║   99 │ ballot_tracking_steps                         │       17 │        3 │       20 │   85.00% ~ ║
║  100 │ data_security_assurance                       │       17 │        3 │       20 │   85.00% ~ ║
║  101 │ face_verification_no_next_option              │       17 │        3 │       20 │   85.00% ~ ║
║  102 │ foreign_address_entry_tips                    │       17 │        3 │       20 │   85.00% ~ ║
║  103 │ foreign_resident_card_collection              │       17 │        3 │       20 │   85.00% ~ ║
║  104 │ incorrect_info_restart                        │       17 │        3 │       20 │   85.00% ~ ║
║  105 │ mobile_number_entry                           │       17 │        3 │       20 │   85.00% ~ ║
║  106 │ new_voter_fees                                │       17 │        3 │       20 │   85.00% ~ ║
║  107 │ nid_biometric_update_not_working_01           │       17 │        3 │       20 │   85.00% ~ ║
║  108 │ nid_correction_category_approver_01           │       17 │        3 │       20 │   85.00% ~ ║
║  109 │ nid_correction_category_approver_03           │       17 │        3 │       20 │   85.00% ~ ║
║  110 │ nid_fee_04                                    │       17 │        3 │       20 │   85.00% ~ ║
║  111 │ nid_fingerprint_mismatch_sim_issue_01         │       17 │        3 │       20 │   85.00% ~ ║
║  112 │ nid_misc_04                                   │       17 │        3 │       20 │   85.00% ~ ║
║  113 │ nid_new_registration_04                       │       17 │        3 │       20 │   85.00% ~ ║
║  114 │ nid_probashi_registration_03                  │       17 │        3 │       20 │   85.00% ~ ║
║  115 │ nid_probashi_smart_card_01                    │       17 │        3 │       20 │   85.00% ~ ║
║  116 │ nid_probashi_smart_card_04                    │       17 │        3 │       20 │   85.00% ~ ║
║  117 │ nid_reissue_09                                │       17 │        3 │       20 │   85.00% ~ ║
║  118 │ nid_verification_failed                       │       17 │        3 │       20 │   85.00% ~ ║
║  119 │ nid_wallet_download_iphone                    │       17 │        3 │       20 │   85.00% ~ ║
║  120 │ no_face_verification                          │       17 │        3 │       20 │   85.00% ~ ║
║  121 │ not_getting_smart_card_though_newer_voter_g.. │       17 │        3 │       20 │   85.00% ~ ║
║  122 │ online_card_correction                        │       17 │        3 │       20 │   85.00% ~ ║
║  123 │ otp_entry_screen                              │       17 │        3 │       20 │   85.00% ~ ║
║  124 │ parent_no_card_failed_to_be_voter             │       17 │        3 │       20 │   85.00% ~ ║
║  125 │ password_submit_success_page                  │       17 │        3 │       20 │   85.00% ~ ║
║  126 │ present_and_permanent_address_generic_new     │       17 │        3 │       20 │   85.00% ~ ║
║  127 │ qr_scan_mandatory                             │       17 │        3 │       20 │   85.00% ~ ║
║  128 │ receipt_lost_how_to_get_new_card              │       17 │        3 │       20 │   85.00% ~ ║
║  129 │ smart_card_distributed_in_my_area_but_my_ca.. │       17 │        3 │       20 │   85.00% ~ ║
║  130 │ updated_nid_after_correction                  │       17 │        3 │       20 │   85.00% ~ ║
║  131 │ voter_area_change_ongoing                     │       17 │        3 │       20 │   85.00% ~ ║
║  132 │ voter_card_damaged                            │       17 │        3 │       20 │   85.00% ~ ║
║  133 │ wrong_password_in_registration                │       17 │        3 │       20 │   85.00% ~ ║
║  134 │ wrongly_dead_declared                         │       17 │        3 │       20 │   85.00% ~ ║
║  135 │ address_change_card_download_process          │       18 │        2 │       20 │   90.00% ✓ ║
║  136 │ auto_logout_inactivity                        │       18 │        2 │       20 │   90.00% ✓ ║
║  137 │ blood_group_correction                        │       18 │        2 │       20 │   90.00% ✓ ║
║  138 │ foreign_address_fields                        │       18 │        2 │       20 │   90.00% ✓ ║
║  139 │ foreign_resident_action_after_biometrics_new  │       18 │        2 │       20 │   90.00% ✓ ║
║  140 │ foreign_resident_card_picture_done_not_inqu.. │       18 │        2 │       20 │   90.00% ✓ ║
║  141 │ foreign_resident_card_registration_required.. │       18 │        2 │       20 │   90.00% ✓ ║
║  142 │ help_contact_location                         │       18 │        2 │       20 │   90.00% ✓ ║
║  143 │ help_service_key_points                       │       18 │        2 │       20 │   90.00% ✓ ║
║  144 │ liveness_check_steps                          │       18 │        2 │       20 │   90.00% ✓ ║
║  145 │ login_using_old_id_password                   │       18 │        2 │       20 │   90.00% ✓ ║
║  146 │ new_voter_how_to_get_card                     │       18 │        2 │       20 │   90.00% ✓ ║
║  147 │ nid_address_update_12                         │       18 │        2 │       20 │   90.00% ✓ ║
║  148 │ nid_afis_01                                   │       18 │        2 │       20 │   90.00% ✓ ║
║  149 │ nid_correction_online_06                      │       18 │        2 │       20 │   90.00% ✓ ║
║  150 │ nid_required_for_registration                 │       18 │        2 │       20 │   90.00% ✓ ║
║  151 │ nid_wallet_download                           │       18 │        2 │       20 │   90.00% ✓ ║
║  152 │ no_husband_name_in_smart_card                 │       18 │        2 │       20 │   90.00% ✓ ║
║  153 │ no_own_house_in_voter_area                    │       18 │        2 │       20 │   90.00% ✓ ║
║  154 │ online_no_apply                               │       18 │        2 │       20 │   90.00% ✓ ║
║  155 │ online_portal_registration                    │       18 │        2 │       20 │   90.00% ✓ ║
║  156 │ online_previously_registered                  │       18 │        2 │       20 │   90.00% ✓ ║
║  157 │ passport_number_optional                      │       18 │        2 │       20 │   90.00% ✓ ║
║  158 │ password_sharing_warning                      │       18 │        2 │       20 │   90.00% ✓ ║
║  159 │ permanent_address_change_process_duration     │       18 │        2 │       20 │   90.00% ✓ ║
║  160 │ pre_use_privacy_policy_read                   │       18 │        2 │       20 │   90.00% ✓ ║
║  161 │ preparation_before_app_use                    │       18 │        2 │       20 │   90.00% ✓ ║
║  162 │ problem_help_suggestion                       │       18 │        2 │       20 │   90.00% ✓ ║
║  163 │ sem_app_info_06                               │       18 │        2 │       20 │   90.00% ✓ ║
║  164 │ show_password                                 │       18 │        2 │       20 │   90.00% ✓ ║
║  165 │ smart_card_lost_reissue                       │       18 │        2 │       20 │   90.00% ✓ ║
║  166 │ spouse_name_correction_new                    │       18 │        2 │       20 │   90.00% ✓ ║
║  167 │ underaged_card_holder_to_voter                │       18 │        2 │       20 │   90.00% ✓ ║
║  168 │ verification_in_progress_app_close            │       18 │        2 │       20 │   90.00% ✓ ║
║  169 │ verification_in_progress_wait                 │       18 │        2 │       20 │   90.00% ✓ ║
║  170 │ accepted_nid_types                            │       19 │        1 │       20 │   95.00% ✓ ║
║  171 │ after_success_login_button                    │       19 │        1 │       20 │   95.00% ✓ ║
║  172 │ app_not_opening_troubleshoot                  │       19 │        1 │       20 │   95.00% ✓ ║
║  173 │ ballot_marking_instructions                   │       19 │        1 │       20 │   95.00% ✓ ║
║  174 │ camera_issue_registration                     │       19 │        1 │       20 │   95.00% ✓ ║
║  175 │ card_correction_fees                          │       19 │        1 │       20 │   95.00% ✓ ║
║  176 │ card_reissue_fees                             │       19 │        1 │       20 │   95.00% ✓ ║
║  177 │ cell_phone_number_correct_or_add_document_new │       19 │        1 │       20 │   95.00% ✓ ║
║  178 │ correction_fee_submitted_but_balance_zero     │       19 │        1 │       20 │   95.00% ✓ ║
║  179 │ dead_people_id_card_update                    │       19 │        1 │       20 │   95.00% ✓ ║
║  180 │ foreign_resident_card_registration_rejected   │       19 │        1 │       20 │   95.00% ✓ ║
║  181 │ foreign_resident_nid_adjudication_pending     │       19 │        1 │       20 │   95.00% ✓ ║
║  182 │ foreign_resident_passport_expaired_card_reg.. │       19 │        1 │       20 │   95.00% ✓ ║
║  183 │ how_many_wife_name_can_be_added_in_nid_card   │       19 │        1 │       20 │   95.00% ✓ ║
║  184 │ how_to_apply_for_correction_in_online_portal  │       19 │        1 │       20 │   95.00% ✓ ║
║  185 │ login_credentials_required                    │       19 │        1 │       20 │   95.00% ✓ ║
║  186 │ login_page_not_opening                        │       19 │        1 │       20 │   95.00% ✓ ║
║  187 │ login_safety_precautions                      │       19 │        1 │       20 │   95.00% ✓ ║
║  188 │ multiple_marks_invalid_vote                   │       19 │        1 │       20 │   95.00% ✓ ║
║  189 │ nid_address_update_01                         │       19 │        1 │       20 │   95.00% ✓ ║
║  190 │ nid_afis_03                                   │       19 │        1 │       20 │   95.00% ✓ ║
║  191 │ nid_correction_category_approver_02           │       19 │        1 │       20 │   95.00% ✓ ║
║  192 │ nid_correction_category_approver_04           │       19 │        1 │       20 │   95.00% ✓ ║
║  193 │ nid_correction_online_01                      │       19 │        1 │       20 │   95.00% ✓ ║
║  194 │ nid_correction_online_02                      │       19 │        1 │       20 │   95.00% ✓ ║
║  195 │ nid_fee_06                                    │       19 │        1 │       20 │   95.00% ✓ ║
║  196 │ nid_fee_usage_status_01                       │       19 │        1 │       20 │   95.00% ✓ ║
║  197 │ nid_misc_07                                   │       19 │        1 │       20 │   95.00% ✓ ║
║  198 │ nid_missing_finger_tax_issue_01               │       19 │        1 │       20 │   95.00% ✓ ║
║  199 │ nid_photo_guidelines                          │       19 │        1 │       20 │   95.00% ✓ ║
║  200 │ nid_postal_vote_abroad_01                     │       19 │        1 │       20 │   95.00% ✓ ║
║  201 │ nid_probashi_address_requirement_01           │       19 │        1 │       20 │   95.00% ✓ ║
║  202 │ nid_probashi_biometric_status_01              │       19 │        1 │       20 │   95.00% ✓ ║
║  203 │ nid_probashi_eligibility_01                   │       19 │        1 │       20 │   95.00% ✓ ║
║  204 │ nid_probashi_service_countries_01             │       19 │        1 │       20 │   95.00% ✓ ║
║  205 │ nid_probashi_voter_list_01                    │       19 │        1 │       20 │   95.00% ✓ ║
║  206 │ nid_reissue_03                                │       19 │        1 │       20 │   95.00% ✓ ║
║  207 │ nid_reissue_05                                │       19 │        1 │       20 │   95.00% ✓ ║
║  208 │ nid_reregistration_timing_01                  │       19 │        1 │       20 │   95.00% ✓ ║
║  209 │ nid_vote_without_card_01                      │       19 │        1 │       20 │   95.00% ✓ ║
║  210 │ nid_voter_area_transfer_01                    │       19 │        1 │       20 │   95.00% ✓ ║
║  211 │ nid_wallet_download_alternative               │       19 │        1 │       20 │   95.00% ✓ ║
║  212 │ no_upzila_in_online_registration              │       19 │        1 │       20 │   95.00% ✓ ║
║  213 │ online_card_correction_application_done_now.. │       19 │        1 │       20 │   95.00% ✓ ║
║  214 │ online_new_voter_registration                 │       19 │        1 │       20 │   95.00% ✓ ║
║  215 │ otp_delivery_time                             │       19 │        1 │       20 │   95.00% ✓ ║
║  216 │ otp_length                                    │       19 │        1 │       20 │   95.00% ✓ ║
║  217 │ photo_signature_change_application_not_appr.. │       19 │        1 │       20 │   95.00% ✓ ║
║  218 │ post_ballot_vote_confirmation                 │       19 │        1 │       20 │   95.00% ✓ ║
║  219 │ post_login_capabilities                       │       19 │        1 │       20 │   95.00% ✓ ║
║  220 │ post_submission_verification                  │       19 │        1 │       20 │   95.00% ✓ ║
║  221 │ registration_start_button                     │       19 │        1 │       20 │   95.00% ✓ ║
║  222 │ rocket_mfs_payment_process                    │       19 │        1 │       20 │   95.00% ✓ ║
║  223 │ sem_app_info_08                               │       19 │        1 │       20 │   95.00% ✓ ║
║  224 │ signature_correction                          │       19 │        1 │       20 │   95.00% ✓ ║
║  225 │ smart_card_ready_sms                          │       19 │        1 │       20 │   95.00% ✓ ║
║  226 │ utility_bill_not_available_for_address_proof  │       19 │        1 │       20 │   95.00% ✓ ║
║  227 │ verification_completion_notification          │       19 │        1 │       20 │   95.00% ✓ ║
║  228 │ verification_time                             │       19 │        1 │       20 │   95.00% ✓ ║
║  229 │ video_tutorial_why                            │       19 │        1 │       20 │   95.00% ✓ ║
║  230 │ voter_area_change                             │       19 │        1 │       20 │   95.00% ✓ ║
║  231 │ weak_password_risk                            │       19 │        1 │       20 │   95.00% ✓ ║
║  232 │ wrong_otp_registration                        │       19 │        1 │       20 │   95.00% ✓ ║
║  233 │ account_locked_unlock_request                 │       20 │        0 │       20 │  100.00% ✓ ║
║  234 │ address_cahgne_but_no_post_office_or_office.. │       20 │        0 │       20 │  100.00% ✓ ║
║  235 │ address_change_counselor_chairperson_signat.. │       20 │        0 │       20 │  100.00% ✓ ║
║  236 │ address_change_online_new                     │       20 │        0 │       20 │  100.00% ✓ ║
║  237 │ address_change_sms_to_mobile_how_many_days_.. │       20 │        0 │       20 │  100.00% ✓ ║
║  238 │ all_documents_correct_but_application_rejec.. │       20 │        0 │       20 │  100.00% ✓ ║
║  239 │ app_download_sources                          │       20 │        0 │       20 │  100.00% ✓ ║
║  240 │ app_language_change                           │       20 │        0 │       20 │  100.00% ✓ ║
║  241 │ ballot_envelope_postage_free                  │       20 │        0 │       20 │  100.00% ✓ ║
║  242 │ ballot_envelope_submission                    │       20 │        0 │       20 │  100.00% ✓ ║
║  243 │ ballot_packet_contents                        │       20 │        0 │       20 │  100.00% ✓ ║
║  244 │ ballot_packing_instructions                   │       20 │        0 │       20 │  100.00% ✓ ║
║  245 │ ballot_tracking_button_activation             │       20 │        0 │       20 │  100.00% ✓ ║
║  246 │ birth_certificate_and_ssc_certificate_diffe.. │       20 │        0 │       20 │  100.00% ✓ ║
║  247 │ birth_certificate_number_correct_or_add_doc.. │       20 │        0 │       20 │  100.00% ✓ ║
║  248 │ birth_date_no_proof_model                     │       20 │        0 │       20 │  100.00% ✓ ║
║  249 │ birthplace_correction_new                     │       20 │        0 │       20 │  100.00% ✓ ║
║  250 │ call_center_bengali_support                   │       20 │        0 │       20 │  100.00% ✓ ║
║  251 │ card_correction_fees_payment_reference_nid_.. │       20 │        0 │       20 │  100.00% ✓ ║
║  252 │ card_correction_one_information_maximum_limit │       20 │        0 │       20 │  100.00% ✓ ║
║  253 │ condition_for_foreign_voter                   │       20 │        0 │       20 │  100.00% ✓ ║
║  254 │ correction_application_status                 │       20 │        0 │       20 │  100.00% ✓ ║
║  255 │ correction_applied_but_no_category            │       20 │        0 │       20 │  100.00% ✓ ║
║  256 │ correction_applied_more_correction_needed     │       20 │        0 │       20 │  100.00% ✓ ║
║  257 │ correction_messages_but_no_update_in_card_n.. │       20 │        0 │       20 │  100.00% ✓ ║
║  258 │ eight_hours_time_up                           │       20 │        0 │       20 │  100.00% ✓ ║
║  259 │ email_optional                                │       20 │        0 │       20 │  100.00% ✓ ║
║  260 │ faster_voter_registration                     │       20 │        0 │       20 │  100.00% ✓ ║
║  261 │ father_and_my_adress_different                │       20 │        0 │       20 │  100.00% ✓ ║
║  262 │ finderprint_adjudication_pending              │       20 │        0 │       20 │  100.00% ✓ ║
║  263 │ font_problem_in_new_voter_registration_form   │       20 │        0 │       20 │  100.00% ✓ ║
║  264 │ foreign_resident_card_picture_done__inquery.. │       20 │        0 │       20 │  100.00% ✓ ║
║  265 │ foreign_resident_card_registration_process    │       20 │        0 │       20 │  100.00% ✓ ║
║  266 │ foreign_resident_card_registration_query_co.. │       20 │        0 │       20 │  100.00% ✓ ║
║  267 │ foreign_resident_multiple_registration_new    │       20 │        0 │       20 │  100.00% ✓ ║
║  268 │ form_number_not_working                       │       20 │        0 │       20 │  100.00% ✓ ║
║  269 │ home_screen_usage                             │       20 │        0 │       20 │  100.00% ✓ ║
║  270 │ how_to_complain_not_getting_help_from_elect.. │       20 │        0 │       20 │  100.00% ✓ ║
║  271 │ husband_talak_name_remove                     │       20 │        0 │       20 │  100.00% ✓ ║
║  272 │ information_correct_but_account_locked        │       20 │        0 │       20 │  100.00% ✓ ║
║  273 │ instant_card_correction_fee                   │       20 │        0 │       20 │  100.00% ✓ ║
║  274 │ instruction_following_tips                    │       20 │        0 │       20 │  100.00% ✓ ║
║  275 │ liveness_check_avoid                          │       20 │        0 │       20 │  100.00% ✓ ║
║  276 │ liveness_check_purpose                        │       20 │        0 │       20 │  100.00% ✓ ║
║  277 │ location_service_required_reason              │       20 │        0 │       20 │  100.00% ✓ ║
║  278 │ login_after_logout                            │       20 │        0 │       20 │  100.00% ✓ ║
║  279 │ logout_steps                                  │       20 │        0 │       20 │  100.00% ✓ ║
║  280 │ necessary_documents_to_modify_voter_area      │       20 │        0 │       20 │  100.00% ✓ ║
║  281 │ new_card_got_old_card_found_what_to_do        │       20 │        0 │       20 │  100.00% ✓ ║
║  282 │ new_voter_application_not_submitted_to_upaz.. │       20 │        0 │       20 │  100.00% ✓ ║
║  283 │ new_voter_can_not_download_card_with_form_n.. │       20 │        0 │       20 │  100.00% ✓ ║
║  284 │ new_voter_got_normal_card_when_get_smart_card │       20 │        0 │       20 │  100.00% ✓ ║
║  285 │ new_voter_identifier_who                      │       20 │        0 │       20 │  100.00% ✓ ║
║  286 │ new_voter_pre_condition                       │       20 │        0 │       20 │  100.00% ✓ ║
║  287 │ nid_address_update_02                         │       20 │        0 │       20 │  100.00% ✓ ║
║  288 │ nid_address_update_03                         │       20 │        0 │       20 │  100.00% ✓ ║
║  289 │ nid_address_update_04                         │       20 │        0 │       20 │  100.00% ✓ ║
║  290 │ nid_address_update_05                         │       20 │        0 │       20 │  100.00% ✓ ║
║  291 │ nid_address_update_06                         │       20 │        0 │       20 │  100.00% ✓ ║
║  292 │ nid_address_update_07                         │       20 │        0 │       20 │  100.00% ✓ ║
║  293 │ nid_address_update_08                         │       20 │        0 │       20 │  100.00% ✓ ║
║  294 │ nid_address_update_10                         │       20 │        0 │       20 │  100.00% ✓ ║
║  295 │ nid_address_update_11                         │       20 │        0 │       20 │  100.00% ✓ ║
║  296 │ nid_address_update_13                         │       20 │        0 │       20 │  100.00% ✓ ║
║  297 │ nid_appeal_disposal_time_01                   │       20 │        0 │       20 │  100.00% ✓ ║
║  298 │ nid_application_rejection_notice_time_01      │       20 │        0 │       20 │  100.00% ✓ ║
║  299 │ nid_application_verification_time_01          │       20 │        0 │       20 │  100.00% ✓ ║
║  300 │ nid_biometric_update_status_02                │       20 │        0 │       20 │  100.00% ✓ ║
║  301 │ nid_biometric_update_status_03                │       20 │        0 │       20 │  100.00% ✓ ║
║  302 │ nid_bribery_complaint_01                      │       20 │        0 │       20 │  100.00% ✓ ║
║  303 │ nid_card_validity_period_01                   │       20 │        0 │       20 │  100.00% ✓ ║
║  304 │ nid_correction_categories_01                  │       20 │        0 │       20 │  100.00% ✓ ║
║  305 │ nid_correction_category_approver_06           │       20 │        0 │       20 │  100.00% ✓ ║
║  306 │ nid_correction_online_03                      │       20 │        0 │       20 │  100.00% ✓ ║
║  307 │ nid_correction_online_04                      │       20 │        0 │       20 │  100.00% ✓ ║
║  308 │ nid_correction_online_05                      │       20 │        0 │       20 │  100.00% ✓ ║
║  309 │ nid_correction_online_07                      │       20 │        0 │       20 │  100.00% ✓ ║
║  310 │ nid_correction_online_08                      │       20 │        0 │       20 │  100.00% ✓ ║
